id,dist_all,parent_dist_code,dist_code,dist_name,city_code,city_name,province_code,province_name,country_code,country_name,dist_type,valid_flg,tokopedia_id,county_code,area_code,currency_code,postal_code
4,"Bakongan, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",11.01,11.01.01,Bakongan,11.01,Aceh Selatan,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.01.01,,IDR,23773
7,"Kluet Utara, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",11.01,11.01.02,Kluet Utara,11.01,Aceh Selatan,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.01.02,,IDR,23771
24,"Kluet Selatan, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",11.01,11.01.03,Kluet Selatan,11.01,Aceh Selatan,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.01.03,,IDR,23772
37,"Labuhan Haji, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",11.01,11.01.04,Labuhan Haji,11.01,Aceh Selatan,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.01.04,,IDR,23761
54,"Meukek, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",11.01,11.01.05,Meukek,11.01,Aceh Selatan,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.01.05,,IDR,23754
74,"Sawang, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",11.01,11.01.07,Sawang,11.01,Aceh Selatan,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.01.07,,IDR,23753
87,"Trumon, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",11.01,11.01.09,Trumon,11.01,Aceh Selatan,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.01.09,,IDR,23774
94,"Labuhan Haji Timur, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",11.01,11.01.11,Labuhan Haji Timur,11.01,Aceh Selatan,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.01.11,,IDR,23758
105,"Labuhan Haji Barat, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",11.01,11.01.12,Labuhan Haji Barat,11.01,Aceh Selatan,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.01.12,,IDR,23757
118,"Kluet Tengah, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",11.01,11.01.13,Kluet Tengah,11.01,Aceh Selatan,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.01.13,,IDR,23772
131,"Kluet Timur, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",11.01,11.01.14,Kluet Timur,11.01,Aceh Selatan,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.01.14,,IDR,23772
141,"Bakongan Timur, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",11.01,11.01.15,Bakongan Timur,11.01,Aceh Selatan,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.01.15,,IDR,23773
145,"Trumon Timur, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",11.01,11.01.16,Trumon Timur,11.01,Aceh Selatan,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.01.16,,IDR,"23774,23776"
152,"Kota Bahagia, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",11.01,11.01.17,Kota Bahagia,11.01,Aceh Selatan,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.01.17,,IDR,23773
155,"Trumon Tengah, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",11.01,11.01.18,Trumon Tengah,11.01,Aceh Selatan,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.01.18,,IDR,23774
165,"Lawe Alas, Aceh Tenggara, Nanggroe Aceh Darussalam (NAD)",11.02,11.02.01,Lawe Alas,11.02,Aceh Tenggara,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.02.01,,IDR,24661
186,"Bambel, Aceh Tenggara, Nanggroe Aceh Darussalam (NAD)",11.02,11.02.03,Bambel,11.02,Aceh Tenggara,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.02.03,,IDR,"24651,24671"
209,"Babussalam, Aceh Tenggara, Nanggroe Aceh Darussalam (NAD)",11.02,11.02.04,Babussalam,11.02,Aceh Tenggara,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.02.04,,IDR,"24651,24671"
231,"Badar, Aceh Tenggara, Nanggroe Aceh Darussalam (NAD)",11.02,11.02.05,Badar,11.02,Aceh Tenggara,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.02.05,,IDR,24652
245,"Babul Makmur, Aceh Tenggara, Nanggroe Aceh Darussalam (NAD)",11.02,11.02.06,Babul Makmur,11.02,Aceh Tenggara,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.02.06,,IDR,24673
261,"Darul Hasanah, Aceh Tenggara, Nanggroe Aceh Darussalam (NAD)",11.02,11.02.07,Darul Hasanah,11.02,Aceh Tenggara,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.02.07,,IDR,24653
283,"Lawe Bulan, Aceh Tenggara, Nanggroe Aceh Darussalam (NAD)",11.02,11.02.08,Lawe Bulan,11.02,Aceh Tenggara,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.02.08,,IDR,24651
302,"Bukit Tusam, Aceh Tenggara, Nanggroe Aceh Darussalam (NAD)",11.02,11.02.09,Bukit Tusam,11.02,Aceh Tenggara,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.02.09,,IDR,24671
318,"Semadam, Aceh Tenggara, Nanggroe Aceh Darussalam (NAD)",11.02,11.02.10,Semadam,11.02,Aceh Tenggara,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.02.10,,IDR,24678
331,"Babul Rahmah, Aceh Tenggara, Nanggroe Aceh Darussalam (NAD)",11.02,11.02.11,Babul Rahmah,11.02,Aceh Tenggara,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.02.11,,IDR,24673
354,"Ketambe, Aceh Tenggara, Nanggroe Aceh Darussalam (NAD)",11.02,11.02.12,Ketambe,11.02,Aceh Tenggara,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.02.12,,IDR,24652
370,"Lawe Sumur, Aceh Tenggara, Nanggroe Aceh Darussalam (NAD)",11.02,11.02.14,Lawe Sumur,11.02,Aceh Tenggara,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.02.14,,IDR,24671
383,"Leuser, Aceh Tenggara, Nanggroe Aceh Darussalam (NAD)",11.02,11.02.16,Leuser,11.02,Aceh Tenggara,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.02.16,,IDR,24673
402,"Darul Aman, Aceh Timur, Nanggroe Aceh Darussalam (NAD)",11.03,11.03.01,Darul Aman,11.03,Aceh Timur,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.03.01,,IDR,24455
422,"Julok, Aceh Timur, Nanggroe Aceh Darussalam (NAD)",11.03,11.03.02,Julok,11.03,Aceh Timur,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.03.02,,IDR,24457
452,"Idi Rayeuk, Aceh Timur, Nanggroe Aceh Darussalam (NAD)",11.03,11.03.03,Idi Rayeuk,11.03,Aceh Timur,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.03.03,,IDR,24454
482,"Birem Bayeun, Aceh Timur, Nanggroe Aceh Darussalam (NAD)",11.03,11.03.04,Birem Bayeun,11.03,Aceh Timur,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.03.04,,IDR,24452
502,"Serbajadi, Aceh Timur, Nanggroe Aceh Darussalam (NAD)",11.03,11.03.05,Serbajadi,11.03,Aceh Timur,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.03.05,,IDR,24461
519,"Nurussalam, Aceh Timur, Nanggroe Aceh Darussalam (NAD)",11.03,11.03.06,Nurussalam,11.03,Aceh Timur,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.03.06,,IDR,24456
548,"Peureulak, Aceh Timur, Nanggroe Aceh Darussalam (NAD)",11.03,11.03.07,Peureulak,11.03,Aceh Timur,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.03.07,,IDR,24453
584,"Rantau Selamat, Aceh Timur, Nanggroe Aceh Darussalam (NAD)",11.03,11.03.08,Rantau Selamat,11.03,Aceh Timur,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.03.08,,IDR,24452
595,"Simpang Ulim, Aceh Timur, Nanggroe Aceh Darussalam (NAD)",11.03,11.03.09,Simpang Ulim,11.03,Aceh Timur,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.03.09,,IDR,24458
613,"Pante Bidari, Aceh Timur, Nanggroe Aceh Darussalam (NAD)",11.03,11.03.11,Pante Bidari,11.03,Aceh Timur,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.03.11,,IDR,24458
628,"Madat, Aceh Timur, Nanggroe Aceh Darussalam (NAD)",11.03,11.03.12,Madat,11.03,Aceh Timur,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.03.12,,IDR,24458
644,"Idi Tunong, Aceh Timur, Nanggroe Aceh Darussalam (NAD)",11.03,11.03.14,Idi Tunong,11.03,Aceh Timur,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.03.14,,IDR,24454
657,"Banda Alam, Aceh Timur, Nanggroe Aceh Darussalam (NAD)",11.03,11.03.15,Banda Alam,11.03,Aceh Timur,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.03.15,,IDR,24458
669,"Peudawa, Aceh Timur, Nanggroe Aceh Darussalam (NAD)",11.03,11.03.16,Peudawa,11.03,Aceh Timur,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.03.16,,IDR,24454
683,"Peureulak Timur, Aceh Timur, Nanggroe Aceh Darussalam (NAD)",11.03,11.03.17,Peureulak Timur,11.03,Aceh Timur,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.03.17,,IDR,24453
691,"Peureulak Barat, Aceh Timur, Nanggroe Aceh Darussalam (NAD)",11.03,11.03.18,Peureulak Barat,11.03,Aceh Timur,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.03.18,,IDR,24453
704,"Sungai Raya, Aceh Timur, Nanggroe Aceh Darussalam (NAD)",11.03,11.03.19,Sungai Raya,11.03,Aceh Timur,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.03.19,,IDR,24458
712,"Simpang Jernih, Aceh Timur, Nanggroe Aceh Darussalam (NAD)",11.03,11.03.20,Simpang Jernih,11.03,Aceh Timur,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.03.20,,IDR,24458
718,"Darul Falah, Aceh Timur, Nanggroe Aceh Darussalam (NAD)",11.03,11.03.22,Darul Falah,11.03,Aceh Timur,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.03.22,,IDR,24454
730,"Idi Timur, Aceh Timur, Nanggroe Aceh Darussalam (NAD)",11.03,11.03.23,Idi Timur,11.03,Aceh Timur,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.03.23,,IDR,24456
738,"Peunaron, Aceh Timur, Nanggroe Aceh Darussalam (NAD)",11.03,11.03.24,Peunaron,11.03,Aceh Timur,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.03.24,,IDR,24461
744,"Linge, Aceh Tengah, Nanggroe Aceh Darussalam (NAD)",11.04,11.04.01,Linge,11.04,Aceh Tengah,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.04.01,,IDR,24563
766,"Silih Nara, Aceh Tengah, Nanggroe Aceh Darussalam (NAD)",11.04,11.04.02,Silih Nara,11.04,Aceh Tengah,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.04.02,,IDR,24562
795,"Bebesen, Aceh Tengah, Nanggroe Aceh Darussalam (NAD)",11.04,11.04.03,Bebesen,11.04,Aceh Tengah,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.04.03,,IDR,24552
818,"Pegasing, Aceh Tengah, Nanggroe Aceh Darussalam (NAD)",11.04,11.04.07,Pegasing,11.04,Aceh Tengah,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.04.07,,IDR,24561
847,"Bintang, Aceh Tengah, Nanggroe Aceh Darussalam (NAD)",11.04,11.04.08,Bintang,11.04,Aceh Tengah,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.04.08,,IDR,24571
870,"Ketol, Aceh Tengah, Nanggroe Aceh Darussalam (NAD)",11.04,11.04.10,Ketol,11.04,Aceh Tengah,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.04.10,,IDR,24562
894,"Kebayakan, Aceh Tengah, Nanggroe Aceh Darussalam (NAD)",11.04,11.04.11,Kebayakan,11.04,Aceh Tengah,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.04.11,,IDR,"24517,24518,24519"
911,"Kute Panang, Aceh Tengah, Nanggroe Aceh Darussalam (NAD)",11.04,11.04.12,Kute Panang,11.04,Aceh Tengah,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.04.12,,IDR,24568
935,"Celala, Aceh Tengah, Nanggroe Aceh Darussalam (NAD)",11.04,11.04.13,Celala,11.04,Aceh Tengah,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.04.13,,IDR,24562
951,"Atu Lintang, Aceh Tengah, Nanggroe Aceh Darussalam (NAD)",11.04,11.04.18,Atu Lintang,11.04,Aceh Tengah,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.04.18,,IDR,24563
961,"Jagong Jeget, Aceh Tengah, Nanggroe Aceh Darussalam (NAD)",11.04,11.04.19,Jagong Jeget,11.04,Aceh Tengah,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.04.19,,IDR,24563
971,"Bies, Aceh Tengah, Nanggroe Aceh Darussalam (NAD)",11.04,11.04.20,Bies,11.04,Aceh Tengah,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.04.20,,IDR,24561
982,"Rusip Antara, Aceh Tengah, Nanggroe Aceh Darussalam (NAD)",11.04,11.04.21,Rusip Antara,11.04,Aceh Tengah,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.04.21,,IDR,24562
998,"Kaway XVI, Aceh Barat, Nanggroe Aceh Darussalam (NAD)",11.05,11.05.02,Kaway XVI,11.05,Aceh Barat,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.05.02,,IDR,23681
1031,"Sungai Mas, Aceh Barat, Nanggroe Aceh Darussalam (NAD)",11.05,11.05.03,Sungai Mas,11.05,Aceh Barat,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.05.03,,IDR,"23681,23683"
1047,"Woyla, Aceh Barat, Nanggroe Aceh Darussalam (NAD)",11.05,11.05.04,Woyla,11.05,Aceh Barat,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.05.04,,IDR,23654
1083,"Samatiga, Aceh Barat, Nanggroe Aceh Darussalam (NAD)",11.05,11.05.05,Samatiga,11.05,Aceh Barat,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.05.05,,IDR,23652
1109,"Bubon, Aceh Barat, Nanggroe Aceh Darussalam (NAD)",11.05,11.05.06,Bubon,11.05,Aceh Barat,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.05.06,,IDR,23652
1124,"Arongan Lambalek, Aceh Barat, Nanggroe Aceh Darussalam (NAD)",11.05,11.05.07,Arongan Lambalek,11.05,Aceh Barat,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.05.07,,IDR,23652
1144,"Meureubo, Aceh Barat, Nanggroe Aceh Darussalam (NAD)",11.05,11.05.09,Meureubo,11.05,Aceh Barat,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.05.09,,IDR,23615
1166,"Woyla Barat, Aceh Barat, Nanggroe Aceh Darussalam (NAD)",11.05,11.05.10,Woyla Barat,11.05,Aceh Barat,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.05.10,,IDR,23682
1182,"Woyla Timur, Aceh Barat, Nanggroe Aceh Darussalam (NAD)",11.05,11.05.11,Woyla Timur,11.05,Aceh Barat,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.05.11,,IDR,23682
1198,"Panton Reu, Aceh Barat, Nanggroe Aceh Darussalam (NAD)",11.05,11.05.12,Panton Reu,11.05,Aceh Barat,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.05.12,,IDR,23681
1214,"Lhoong, Aceh Besar, Nanggroe Aceh Darussalam (NAD)",11.06,11.06.01,Lhoong,11.06,Aceh Besar,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.06.01,,IDR,23354
1232,"Indrapuri, Aceh Besar, Nanggroe Aceh Darussalam (NAD)",11.06,11.06.03,Indrapuri,11.06,Aceh Besar,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.06.03,,IDR,23363
1259,"Seulimeum, Aceh Besar, Nanggroe Aceh Darussalam (NAD)",11.06,11.06.04,Seulimeum,11.06,Aceh Besar,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.06.04,,IDR,23951
1291,"Darul Imarah, Aceh Besar, Nanggroe Aceh Darussalam (NAD)",11.06,11.06.07,Darul Imarah,11.06,Aceh Besar,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.06.07,,IDR,23352
1313,"Peukan Bada, Aceh Besar, Nanggroe Aceh Darussalam (NAD)",11.06,11.06.08,Peukan Bada,11.06,Aceh Besar,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.06.08,,IDR,23351
1338,"Mesjid Raya, Aceh Besar, Nanggroe Aceh Darussalam (NAD)",11.06,11.06.09,Mesjid Raya,11.06,Aceh Besar,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.06.09,,IDR,23381
1347,"Ingin Jaya, Aceh Besar, Nanggroe Aceh Darussalam (NAD)",11.06,11.06.10,Ingin Jaya,11.06,Aceh Besar,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.06.10,,IDR,23371
1378,"Kuta Baro, Aceh Besar, Nanggroe Aceh Darussalam (NAD)",11.06,11.06.11,Kuta Baro,11.06,Aceh Besar,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.06.11,,IDR,23372
1413,"Darussalam, Aceh Besar, Nanggroe Aceh Darussalam (NAD)",11.06,11.06.12,Darussalam,11.06,Aceh Besar,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.06.12,,IDR,23373
1433,"Pulo Aceh, Aceh Besar, Nanggroe Aceh Darussalam (NAD)",11.06,11.06.13,Pulo Aceh,11.06,Aceh Besar,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.06.13,,IDR,23391
1448,"Lembah Seulawah, Aceh Besar, Nanggroe Aceh Darussalam (NAD)",11.06,11.06.14,Lembah Seulawah,11.06,Aceh Besar,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.06.14,,IDR,23952
1458,"Kota Jantho, Aceh Besar, Nanggroe Aceh Darussalam (NAD)",11.06,11.06.15,Kota Jantho,11.06,Aceh Besar,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.06.15,,IDR,"23911,23912,23913,23915,23917,23918,23919"
1470,"Simpang Tiga, Aceh Besar, Nanggroe Aceh Darussalam (NAD)",11.06,11.06.18,Simpang Tiga,11.06,Aceh Besar,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.06.18,,IDR,23371
1485,"Darul Kamal, Aceh Besar, Nanggroe Aceh Darussalam (NAD)",11.06,11.06.19,Darul Kamal,11.06,Aceh Besar,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.06.19,,IDR,23352
1496,"Baitussalam, Aceh Besar, Nanggroe Aceh Darussalam (NAD)",11.06,11.06.20,Baitussalam,11.06,Aceh Besar,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.06.20,,IDR,23373
1507,"Krueng Barona Jaya, Aceh Besar, Nanggroe Aceh Darussalam (NAD)",11.06,11.06.21,Krueng Barona Jaya,11.06,Aceh Besar,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.06.21,,IDR,23371
1512,"Leupung, Aceh Besar, Nanggroe Aceh Darussalam (NAD)",11.06,11.06.22,Leupung,11.06,Aceh Besar,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.06.22,,IDR,23353
1516,"Batee, Pidie, Nanggroe Aceh Darussalam (NAD)",11.07,11.07.03,Batee,11.07,Pidie,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.07.03,,IDR,24152
1540,"Delima, Pidie, Nanggroe Aceh Darussalam (NAD)",11.07,11.07.04,Delima,11.07,Pidie,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.07.04,,IDR,24162
1578,"Geumpang, Pidie, Nanggroe Aceh Darussalam (NAD)",11.07,11.07.05,Geumpang,11.07,Pidie,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.07.05,,IDR,24167
1583,"Kembang Tanjong, Pidie, Nanggroe Aceh Darussalam (NAD)",11.07,11.07.08,Kembang Tanjong,11.07,Pidie,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.07.08,,IDR,24182
1621,"Kota Sigli, Pidie, Nanggroe Aceh Darussalam (NAD)",11.07,11.07.09,Kota Sigli,11.07,Pidie,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.07.09,,IDR,"24111,24112,24113,24114,24115,24116,24118,24119"
1637,"Mila, Pidie, Nanggroe Aceh Darussalam (NAD)",11.07,11.07.11,Mila,11.07,Pidie,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.07.11,,IDR,24163
1654,"Muara Tiga, Pidie, Nanggroe Aceh Darussalam (NAD)",11.07,11.07.12,Muara Tiga,11.07,Pidie,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.07.12,,IDR,"24152,24153"
1671,"Mutiara, Pidie, Nanggroe Aceh Darussalam (NAD)",11.07,11.07.13,Mutiara,11.07,Pidie,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.07.13,,IDR,24173
1685,"Padang Tiji, Pidie, Nanggroe Aceh Darussalam (NAD)",11.07,11.07.14,Padang Tiji,11.07,Pidie,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.07.14,,IDR,24161
1704,"Peukan Baro, Pidie, Nanggroe Aceh Darussalam (NAD)",11.07,11.07.15,Peukan Baro,11.07,Pidie,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.07.15,,IDR,24172
1740,"Pidie, Pidie, Nanggroe Aceh Darussalam (NAD)",11.07,11.07.16,Pidie,11.07,Pidie,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.07.16,,IDR,24151
1777,"Sakti, Pidie, Nanggroe Aceh Darussalam (NAD)",11.07,11.07.17,Sakti,11.07,Pidie,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.07.17,,IDR,24164
1807,"Simpang Tiga, Pidie, Nanggroe Aceh Darussalam (NAD)",11.07,11.07.18,Simpang Tiga,11.07,Pidie,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.07.18,,IDR,24181
1844,"Tangse, Pidie, Nanggroe Aceh Darussalam (NAD)",11.07,11.07.19,Tangse,11.07,Pidie,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.07.19,,IDR,24166
1867,"Tiro/Truseb, Pidie, Nanggroe Aceh Darussalam (NAD)",11.07,11.07.21,Tiro/Truseb,11.07,Pidie,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.07.21,,IDR,24174
1877,"Keumala, Pidie, Nanggroe Aceh Darussalam (NAD)",11.07,11.07.22,Keumala,11.07,Pidie,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.07.22,,IDR,24165
1890,"Mutiara Timur, Pidie, Nanggroe Aceh Darussalam (NAD)",11.07,11.07.24,Mutiara Timur,11.07,Pidie,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.07.24,,IDR,24173
1926,"Mane, Pidie, Nanggroe Aceh Darussalam (NAD)",11.07,11.07.27,Mane,11.07,Pidie,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.07.27,,IDR,24186
1930,"Glumpang Baro, Pidie, Nanggroe Aceh Darussalam (NAD)",11.07,11.07.29,Glumpang Baro,11.07,Pidie,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.07.29,,IDR,24183
1946,"Titeue, Pidie, Nanggroe Aceh Darussalam (NAD)",11.07,11.07.31,Titeue,11.07,Pidie,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.07.31,,IDR,24165
1954,"Baktiya, Aceh Utara, Nanggroe Aceh Darussalam (NAD)",11.08,11.08.01,Baktiya,11.08,Aceh Utara,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.08.01,,IDR,24392
2000,"Dewantara, Aceh Utara, Nanggroe Aceh Darussalam (NAD)",11.08,11.08.02,Dewantara,11.08,Aceh Utara,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.08.02,,IDR,24354
2013,"Kuta Makmur, Aceh Utara, Nanggroe Aceh Darussalam (NAD)",11.08,11.08.03,Kuta Makmur,11.08,Aceh Utara,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.08.03,,IDR,24371
2035,"Lhoksukon, Aceh Utara, Nanggroe Aceh Darussalam (NAD)",11.08,11.08.04,Lhoksukon,11.08,Aceh Utara,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.08.04,,IDR,24382
2063,"Matangkuli, Aceh Utara, Nanggroe Aceh Darussalam (NAD)",11.08,11.08.05,Matangkuli,11.08,Aceh Utara,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.08.05,,IDR,24386
2094,"Muara Batu, Aceh Utara, Nanggroe Aceh Darussalam (NAD)",11.08,11.08.06,Muara Batu,11.08,Aceh Utara,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.08.06,,IDR,24355
2114,"Meurah Mulia, Aceh Utara, Nanggroe Aceh Darussalam (NAD)",11.08,11.08.07,Meurah Mulia,11.08,Aceh Utara,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.08.07,,IDR,24372
2156,"Samudera, Aceh Utara, Nanggroe Aceh Darussalam (NAD)",11.08,11.08.08,Samudera,11.08,Aceh Utara,11,Nanggroe Aceh Darussalam (NAD),00,Indonesia,4,1,,11.08.08,,IDR,24374
