id,dist_all,parent_dist_code,dist_code,dist_name,city_code,city_name,province_code,province_name,country_code,country_name,dist_type,valid_flg,tokopedia_id,county_code,area_code,currency_code,postal_code
16063,"Seberang Musi, Kepahiang, Bengkulu",17.08,17.08.07,Seberang Musi,17.08,Kepahiang,17,Bengkulu,00,Indonesia,4,1,,17.08.07,,IDR,"39373,39374"
16075,"Muara Kemumu, Kepahiang, Bengkulu",17.08,17.08.08,Muara Kemumu,17.08,Kepahiang,17,Bengkulu,00,Indonesia,4,1,,17.08.08,,IDR,39374
16084,"Karang Tinggi, Bengkulu Tengah, Bengkulu",17.09,17.09.01,Karang Tinggi,17.09,Bengkulu Tengah,17,Bengkulu,00,Indonesia,4,1,,17.09.01,,IDR,"38382,38385"
16098,"Talang Empat, Bengkulu Tengah, Bengkulu",17.09,17.09.02,Talang Empat,17.09,Bengkulu Tengah,17,Bengkulu,00,Indonesia,4,1,,17.09.02,,IDR,38385
16110,"Pondok Kelapa, Bengkulu Tengah, Bengkulu",17.09,17.09.03,Pondok Kelapa,17.09,Bengkulu Tengah,17,Bengkulu,00,Indonesia,4,1,,17.09.03,,IDR,38371
16125,"Pematang Tiga, Bengkulu Tengah, Bengkulu",17.09,17.09.04,Pematang Tiga,17.09,Bengkulu Tengah,17,Bengkulu,00,Indonesia,4,1,,17.09.04,,IDR,38372
16136,"Pagar Jati, Bengkulu Tengah, Bengkulu",17.09,17.09.05,Pagar Jati,17.09,Bengkulu Tengah,17,Bengkulu,00,Indonesia,4,1,,17.09.05,,IDR,38383
16148,"Taba Penanjung, Bengkulu Tengah, Bengkulu",17.09,17.09.06,Taba Penanjung,17.09,Bengkulu Tengah,17,Bengkulu,00,Indonesia,4,1,,17.09.06,,IDR,38386
16162,"Merigi Kelindang, Bengkulu Tengah, Bengkulu",17.09,17.09.07,Merigi Kelindang,17.09,Bengkulu Tengah,17,Bengkulu,00,Indonesia,4,1,,17.09.07,,IDR,38386
16173,"Merigi Sakti, Bengkulu Tengah, Bengkulu",17.09,17.09.08,Merigi Sakti,17.09,Bengkulu Tengah,17,Bengkulu,00,Indonesia,4,1,,17.09.08,,IDR,38383
16186,"Pondok Kubang, Bengkulu Tengah, Bengkulu",17.09,17.09.09,Pondok Kubang,17.09,Bengkulu Tengah,17,Bengkulu,00,Indonesia,4,1,,17.09.09,,IDR,"38375,38376,38378,38379"
16197,"Bang Haji, Bengkulu Tengah, Bengkulu",17.09,17.09.10,Bang Haji,17.09,Bengkulu Tengah,17,Bengkulu,00,Indonesia,4,1,,17.09.10,,IDR,38372
16210,"Selebar, Bengkulu, Bengkulu",17.71,17.71.01,Selebar,17.71,Bengkulu,17,Bengkulu,00,Indonesia,4,1,,17.71.01,,IDR,"38211,38213,38214,38216"
16216,"Gading Cempaka, Bengkulu, Bengkulu",17.71,17.71.02,Gading Cempaka,17.71,Bengkulu,17,Bengkulu,00,Indonesia,4,1,,17.71.02,,IDR,"38221,38225"
16221,"Muara Bangka Hulu, Bengkulu, Bengkulu",17.71,17.71.04,Muara Bangka Hulu,17.71,Bengkulu,17,Bengkulu,00,Indonesia,4,1,,17.71.04,,IDR,"38121,38122,38125,38126"
16229,"Kampung Melayu, Bengkulu, Bengkulu",17.71,17.71.05,Kampung Melayu,17.71,Bengkulu,17,Bengkulu,00,Indonesia,4,1,,17.71.05,,IDR,"38215,38216"
16236,"Ratu Agung, Bengkulu, Bengkulu",17.71,17.71.06,Ratu Agung,17.71,Bengkulu,17,Bengkulu,00,Indonesia,4,1,,17.71.06,,IDR,"38223,38224,38227,38228"
16245,"Ratu Samban, Bengkulu, Bengkulu",17.71,17.71.07,Ratu Samban,17.71,Bengkulu,17,Bengkulu,00,Indonesia,4,1,,17.71.07,,IDR,"38221,38222,38223,38227"
16253,"Sungai Serut, Bengkulu, Bengkulu",17.71,17.71.08,Sungai Serut,17.71,Bengkulu,17,Bengkulu,00,Indonesia,4,1,,17.71.08,,IDR,38119
16259,"Singaran Pati, Bengkulu, Bengkulu",17.71,17.71.09,Singaran Pati,17.71,Bengkulu,17,Bengkulu,00,Indonesia,4,1,,17.71.09,,IDR,"38221,38224,38226,38229"
16268,"Natar, Lampung Selatan, Lampung",18.01,18.01.04,Natar,18.01,Lampung Selatan,18,Lampung,00,Indonesia,4,1,,18.01.04,,IDR,35362
16288,"Tanjung Bintang, Lampung Selatan, Lampung",18.01,18.01.05,Tanjung Bintang,18.01,Lampung Selatan,18,Lampung,00,Indonesia,4,1,,18.01.05,,IDR,35361
16302,"Kalianda, Lampung Selatan, Lampung",18.01,18.01.06,Kalianda,18.01,Lampung Selatan,18,Lampung,00,Indonesia,4,1,,18.01.06,,IDR,35551
16326,"Sidomulyo, Lampung Selatan, Lampung",18.01,18.01.07,Sidomulyo,18.01,Lampung Selatan,18,Lampung,00,Indonesia,4,1,,18.01.07,,IDR,35353
16340,"Katibung, Lampung Selatan, Lampung",18.01,18.01.08,Katibung,18.01,Lampung Selatan,18,Lampung,00,Indonesia,4,1,,18.01.08,,IDR,35452
16351,"Penengahan, Lampung Selatan, Lampung",18.01,18.01.09,Penengahan,18.01,Lampung Selatan,18,Lampung,00,Indonesia,4,1,,18.01.09,,IDR,35592
16369,"Palas, Lampung Selatan, Lampung",18.01,18.01.10,Palas,18.01,Lampung Selatan,18,Lampung,00,Indonesia,4,1,,18.01.10,,IDR,35594
16390,"Jati Agung, Lampung Selatan, Lampung",18.01,18.01.13,Jati Agung,18.01,Lampung Selatan,18,Lampung,00,Indonesia,4,1,,18.01.13,,IDR,35365
16405,"Ketapang, Lampung Selatan, Lampung",18.01,18.01.14,Ketapang,18.01,Lampung Selatan,18,Lampung,00,Indonesia,4,1,,18.01.14,,IDR,35596
16417,"Sragi, Lampung Selatan, Lampung",18.01,18.01.15,Sragi,18.01,Lampung Selatan,18,Lampung,00,Indonesia,4,1,,18.01.15,,IDR,35597
16425,"Candipuro, Lampung Selatan, Lampung",18.01,18.01.17,Candipuro,18.01,Lampung Selatan,18,Lampung,00,Indonesia,4,1,,18.01.17,,IDR,35356
16436,"Merbau Mataram, Lampung Selatan, Lampung",18.01,18.01.18,Merbau Mataram,18.01,Lampung Selatan,18,Lampung,00,Indonesia,4,1,,18.01.18,,IDR,35357
16448,"Bakauheni, Lampung Selatan, Lampung",18.01,18.01.21,Bakauheni,18.01,Lampung Selatan,18,Lampung,00,Indonesia,4,1,,18.01.21,,IDR,35592
16452,"Tanjung Sari, Lampung Selatan, Lampung",18.01,18.01.22,Tanjung Sari,18.01,Lampung Selatan,18,Lampung,00,Indonesia,4,1,,18.01.22,,IDR,35361
16458,"Way Sulan, Lampung Selatan, Lampung",18.01,18.01.23,Way Sulan,18.01,Lampung Selatan,18,Lampung,00,Indonesia,4,1,,18.01.23,,IDR,35452
16464,"Way Panji, Lampung Selatan, Lampung",18.01,18.01.24,Way Panji,18.01,Lampung Selatan,18,Lampung,00,Indonesia,4,1,,18.01.24,,IDR,35353
16467,"Kalirejo, Lampung Tengah, Lampung",18.02,18.02.01,Kalirejo,18.02,Lampung Tengah,18,Lampung,00,Indonesia,4,1,,18.02.01,,IDR,34174
16479,"Bangun Rejo, Lampung Tengah, Lampung",18.02,18.02.02,Bangun Rejo,18.02,Lampung Tengah,18,Lampung,00,Indonesia,4,1,,18.02.02,,IDR,34173
16491,"Padang Ratu, Lampung Tengah, Lampung",18.02,18.02.03,Padang Ratu,18.02,Lampung Tengah,18,Lampung,00,Indonesia,4,1,,18.02.03,,IDR,34175
16506,"Gunung Sugih, Lampung Tengah, Lampung",18.02,18.02.04,Gunung Sugih,18.02,Lampung Tengah,18,Lampung,00,Indonesia,4,1,,18.02.04,,IDR,34161
16520,"Trimurjo, Lampung Tengah, Lampung",18.02,18.02.05,Trimurjo,18.02,Lampung Tengah,18,Lampung,00,Indonesia,4,1,,18.02.05,,IDR,"34171,34172"
16527,"Punggur, Lampung Tengah, Lampung",18.02,18.02.06,Punggur,18.02,Lampung Tengah,18,Lampung,00,Indonesia,4,1,,18.02.06,,IDR,34152
16536,"Terbanggi Besar, Lampung Tengah, Lampung",18.02,18.02.07,Terbanggi Besar,18.02,Lampung Tengah,18,Lampung,00,Indonesia,4,1,,18.02.07,,IDR,34163
16547,"Seputih Raman, Lampung Tengah, Lampung",18.02,18.02.08,Seputih Raman,18.02,Lampung Tengah,18,Lampung,00,Indonesia,4,1,,18.02.08,,IDR,34155
16557,"Rumbia, Lampung Tengah, Lampung",18.02,18.02.09,Rumbia,18.02,Lampung Tengah,18,Lampung,00,Indonesia,4,1,,18.02.09,,IDR,34157
16566,"Seputih Banyak, Lampung Tengah, Lampung",18.02,18.02.10,Seputih Banyak,18.02,Lampung Tengah,18,Lampung,00,Indonesia,4,1,,18.02.10,,IDR,34156
16576,"Seputih Mataram, Lampung Tengah, Lampung",18.02,18.02.11,Seputih Mataram,18.02,Lampung Tengah,18,Lampung,00,Indonesia,4,1,,18.02.11,,IDR,34164
16584,"Seputih Surabaya, Lampung Tengah, Lampung",18.02,18.02.12,Seputih Surabaya,18.02,Lampung Tengah,18,Lampung,00,Indonesia,4,1,,18.02.12,,IDR,34158
16589,"Terusan Nunyai, Lampung Tengah, Lampung",18.02,18.02.13,Terusan Nunyai,18.02,Lampung Tengah,18,Lampung,00,Indonesia,4,1,,18.02.13,,IDR,34167
16597,"Bumi Ratu Nuban, Lampung Tengah, Lampung",18.02,18.02.14,Bumi Ratu Nuban,18.02,Lampung Tengah,18,Lampung,00,Indonesia,4,1,,18.02.14,,IDR,34161
16600,"Bekri, Lampung Tengah, Lampung",18.02,18.02.15,Bekri,18.02,Lampung Tengah,18,Lampung,00,Indonesia,4,1,,18.02.15,,IDR,34162
16606,"Seputih Agung, Lampung Tengah, Lampung",18.02,18.02.16,Seputih Agung,18.02,Lampung Tengah,18,Lampung,00,Indonesia,4,1,,18.02.16,,IDR,34166
16617,"Way Pangubuan, Lampung Tengah, Lampung",18.02,18.02.17,Way Pangubuan,18.02,Lampung Tengah,18,Lampung,00,Indonesia,4,1,,18.02.17,,IDR,35213
16625,"Bandar Mataram, Lampung Tengah, Lampung",18.02,18.02.18,Bandar Mataram,18.02,Lampung Tengah,18,Lampung,00,Indonesia,4,1,,18.02.18,,IDR,34169
16631,"Pubian, Lampung Tengah, Lampung",18.02,18.02.19,Pubian,18.02,Lampung Tengah,18,Lampung,00,Indonesia,4,1,,18.02.19,,IDR,34176
16649,"Selagai Lingga, Lampung Tengah, Lampung",18.02,18.02.20,Selagai Lingga,18.02,Lampung Tengah,18,Lampung,00,Indonesia,4,1,,18.02.20,,IDR,34176
16664,"Anak Tuha, Lampung Tengah, Lampung",18.02,18.02.21,Anak Tuha,18.02,Lampung Tengah,18,Lampung,00,Indonesia,4,1,,18.02.21,,IDR,34161
16676,"Sendang Agung, Lampung Tengah, Lampung",18.02,18.02.22,Sendang Agung,18.02,Lampung Tengah,18,Lampung,00,Indonesia,4,1,,18.02.22,,IDR,34174
16685,"Kota Gajah, Lampung Tengah, Lampung",18.02,18.02.23,Kota Gajah,18.02,Lampung Tengah,18,Lampung,00,Indonesia,4,1,,18.02.23,,IDR,34153
16692,"Bumi Nabung, Lampung Tengah, Lampung",18.02,18.02.24,Bumi Nabung,18.02,Lampung Tengah,18,Lampung,00,Indonesia,4,1,,18.02.24,,IDR,34168
16699,"Way Seputih, Lampung Tengah, Lampung",18.02,18.02.25,Way Seputih,18.02,Lampung Tengah,18,Lampung,00,Indonesia,4,1,,18.02.25,,IDR,34179
16705,"Bandar Surabaya, Lampung Tengah, Lampung",18.02,18.02.26,Bandar Surabaya,18.02,Lampung Tengah,18,Lampung,00,Indonesia,4,1,,18.02.26,,IDR,34159
16713,"Anak Ratu Aji, Lampung Tengah, Lampung",18.02,18.02.27,Anak Ratu Aji,18.02,Lampung Tengah,18,Lampung,00,Indonesia,4,1,,18.02.27,,IDR,35513
16719,"Putra Rumbia, Lampung Tengah, Lampung",18.02,18.02.28,Putra Rumbia,18.02,Lampung Tengah,18,Lampung,00,Indonesia,4,1,,18.02.28,,IDR,34157
16730,"Bukit Kemuning, Lampung Utara, Lampung",18.03,18.03.01,Bukit Kemuning,18.03,Lampung Utara,18,Lampung,00,Indonesia,4,1,,18.03.01,,IDR,34556
16738,"Kotabumi, Lampung Utara, Lampung",18.03,18.03.02,Kotabumi,18.03,Lampung Utara,18,Lampung,00,Indonesia,4,1,,18.03.02,,IDR,"34511,34516,34517,34518"
16749,"Sungkai Selatan, Lampung Utara, Lampung",18.03,18.03.03,Sungkai Selatan,18.03,Lampung Utara,18,Lampung,00,Indonesia,4,1,,18.03.03,,IDR,34554
16757,"Tanjung Raja, Lampung Utara, Lampung",18.03,18.03.04,Tanjung Raja,18.03,Lampung Utara,18,Lampung,00,Indonesia,4,1,,18.03.04,,IDR,34557
16774,"Abung Timur, Lampung Utara, Lampung",18.03,18.03.05,Abung Timur,18.03,Lampung Utara,18,Lampung,00,Indonesia,4,1,,18.03.05,,IDR,34583
16787,"Abung Barat, Lampung Utara, Lampung",18.03,18.03.06,Abung Barat,18.03,Lampung Utara,18,Lampung,00,Indonesia,4,1,,18.03.06,,IDR,34558
16800,"Abung Selatan, Lampung Utara, Lampung",18.03,18.03.07,Abung Selatan,18.03,Lampung Utara,18,Lampung,00,Indonesia,4,1,,18.03.07,,IDR,34581
16814,"Sungkai Utara, Lampung Utara, Lampung",18.03,18.03.08,Sungkai Utara,18.03,Lampung Utara,18,Lampung,00,Indonesia,4,1,,18.03.08,,IDR,34555
16829,"Kotabumi Utara, Lampung Utara, Lampung",18.03,18.03.09,Kotabumi Utara,18.03,Lampung Utara,18,Lampung,00,Indonesia,4,1,,18.03.09,,IDR,34511
16835,"Kotabumi Selatan, Lampung Utara, Lampung",18.03,18.03.10,Kotabumi Selatan,18.03,Lampung Utara,18,Lampung,00,Indonesia,4,1,,18.03.10,,IDR,"34511,34513,34519"
16846,"Abung Tengah, Lampung Utara, Lampung",18.03,18.03.11,Abung Tengah,18.03,Lampung Utara,18,Lampung,00,Indonesia,4,1,,18.03.11,,IDR,34582
16858,"Abung Tinggi, Lampung Utara, Lampung",18.03,18.03.12,Abung Tinggi,18.03,Lampung Utara,18,Lampung,00,Indonesia,4,1,,18.03.12,,IDR,34556
16867,"Abung Semuli, Lampung Utara, Lampung",18.03,18.03.13,Abung Semuli,18.03,Lampung Utara,18,Lampung,00,Indonesia,4,1,,18.03.13,,IDR,34581
16873,"Abung Surakarta, Lampung Utara, Lampung",18.03,18.03.14,Abung Surakarta,18.03,Lampung Utara,18,Lampung,00,Indonesia,4,1,,18.03.14,,IDR,34581
16881,"Muara Sungkai, Lampung Utara, Lampung",18.03,18.03.15,Muara Sungkai,18.03,Lampung Utara,18,Lampung,00,Indonesia,4,1,,18.03.15,,IDR,34559
16892,"Bunga Mayang, Lampung Utara, Lampung",18.03,18.03.16,Bunga Mayang,18.03,Lampung Utara,18,Lampung,00,Indonesia,4,1,,18.03.16,,IDR,34555
16897,"Hulu Sungkai, Lampung Utara, Lampung",18.03,18.03.17,Hulu Sungkai,18.03,Lampung Utara,18,Lampung,00,Indonesia,4,1,,18.03.17,,IDR,34555
16905,"Sungkai Tengah, Lampung Utara, Lampung",18.03,18.03.18,Sungkai Tengah,18.03,Lampung Utara,18,Lampung,00,Indonesia,4,1,,18.03.18,,IDR,34555
16910,"Abung Pekurun, Lampung Utara, Lampung",18.03,18.03.19,Abung Pekurun,18.03,Lampung Utara,18,Lampung,00,Indonesia,4,1,,18.03.19,,IDR,34582
16920,"Sungkai Jaya, Lampung Utara, Lampung",18.03,18.03.20,Sungkai Jaya,18.03,Lampung Utara,18,Lampung,00,Indonesia,4,1,,18.03.20,,IDR,34554
16928,"Sungkai Barat, Lampung Utara, Lampung",18.03,18.03.21,Sungkai Barat,18.03,Lampung Utara,18,Lampung,00,Indonesia,4,1,,18.03.21,,IDR,"34554,34558"
16938,"Abung Kunang, Lampung Utara, Lampung",18.03,18.03.22,Abung Kunang,18.03,Lampung Utara,18,Lampung,00,Indonesia,4,1,,18.03.22,,IDR,34558
16946,"Blambangan Pagar, Lampung Utara, Lampung",18.03,18.03.23,Blambangan Pagar,18.03,Lampung Utara,18,Lampung,00,Indonesia,4,1,,18.03.23,,IDR,34581
16954,"Balik Bukit, Lampung Barat, Lampung",18.04,18.04.04,Balik Bukit,18.04,Lampung Barat,18,Lampung,00,Indonesia,4,1,,18.04.04,,IDR,"34811,34812,34813,34814,34815,34816,34818"
16965,"Sumber Jaya, Lampung Barat, Lampung",18.04,18.04.05,Sumber Jaya,18.04,Lampung Barat,18,Lampung,00,Indonesia,4,1,,18.04.05,,IDR,34871
16970,"Belalau, Lampung Barat, Lampung",18.04,18.04.06,Belalau,18.04,Lampung Barat,18,Lampung,00,Indonesia,4,1,,18.04.06,,IDR,34872
16981,"Way Tenong, Lampung Barat, Lampung",18.04,18.04.07,Way Tenong,18.04,Lampung Barat,18,Lampung,00,Indonesia,4,1,,18.04.07,,IDR,34884
16989,"Sekincau, Lampung Barat, Lampung",18.04,18.04.08,Sekincau,18.04,Lampung Barat,18,Lampung,00,Indonesia,4,1,,18.04.08,,IDR,34885
16995,"Suoh, Lampung Barat, Lampung",18.04,18.04.09,Suoh,18.04,Lampung Barat,18,Lampung,00,Indonesia,4,1,,18.04.09,,IDR,34882
17002,"Batu Brak, Lampung Barat, Lampung",18.04,18.04.10,Batu Brak,18.04,Lampung Barat,18,Lampung,00,Indonesia,4,1,,18.04.10,,IDR,34881
17014,"Sukau, Lampung Barat, Lampung",18.04,18.04.11,Sukau,18.04,Lampung Barat,18,Lampung,00,Indonesia,4,1,,18.04.11,,IDR,34879
17024,"Gedung Surian, Lampung Barat, Lampung",18.04,18.04.15,Gedung Surian,18.04,Lampung Barat,18,Lampung,00,Indonesia,4,1,,18.04.15,,IDR,34871
17027,"Kebun Tebu, Lampung Barat, Lampung",18.04,18.04.18,Kebun Tebu,18.04,Lampung Barat,18,Lampung,00,Indonesia,4,1,,18.04.18,,IDR,34871
17032,"Air Hitam, Lampung Barat, Lampung",18.04,18.04.19,Air Hitam,18.04,Lampung Barat,18,Lampung,00,Indonesia,4,1,,18.04.19,,IDR,34876
17040,"Pagar Dewa, Lampung Barat, Lampung",18.04,18.04.20,Pagar Dewa,18.04,Lampung Barat,18,Lampung,00,Indonesia,4,1,,18.04.20,,IDR,34885
17050,"Batu Ketulis, Lampung Barat, Lampung",18.04,18.04.21,Batu Ketulis,18.04,Lampung Barat,18,Lampung,00,Indonesia,4,1,,18.04.21,,IDR,34872
17060,"Lumbok Seminung, Lampung Barat, Lampung",18.04,18.04.22,Lumbok Seminung,18.04,Lampung Barat,18,Lampung,00,Indonesia,4,1,,18.04.22,,IDR,34879
17070,"Bandar Negeri Suoh, Lampung Barat, Lampung",18.04,18.04.23,Bandar Negeri Suoh,18.04,Lampung Barat,18,Lampung,00,Indonesia,4,1,,18.04.23,,IDR,34882
17081,"Menggala, Tulang Bawang, Lampung",18.05,18.05.02,Menggala,18.05,Tulang Bawang,18,Lampung,00,Indonesia,4,1,,18.05.02,,IDR,"34611,34613,34614"
17087,"Gedung Aji, Tulang Bawang, Lampung",18.05,18.05.06,Gedung Aji,18.05,Tulang Bawang,18,Lampung,00,Indonesia,4,1,,18.05.06,,IDR,34681
17094,"Banjar Agung, Tulang Bawang, Lampung",18.05,18.05.08,Banjar Agung,18.05,Tulang Bawang,18,Lampung,00,Indonesia,4,1,,18.05.08,,IDR,34682
17105,"Gedung Meneng, Tulang Bawang, Lampung",18.05,18.05.11,Gedung Meneng,18.05,Tulang Bawang,18,Lampung,00,Indonesia,4,1,,18.05.11,,IDR,34596
17116,"Penawar Tama, Tulang Bawang, Lampung",18.05,18.05.13,Penawar Tama,18.05,Tulang Bawang,18,Lampung,00,Indonesia,4,1,,18.05.13,,IDR,34595
17126,"Banjar Margo, Tulang Bawang, Lampung",18.05,18.05.20,Banjar Margo,18.05,Tulang Bawang,18,Lampung,00,Indonesia,4,1,,18.05.20,,IDR,34682
17136,"Rawa Pitu, Tulang Bawang, Lampung",18.05,18.05.22,Rawa Pitu,18.05,Tulang Bawang,18,Lampung,00,Indonesia,4,1,,18.05.22,,IDR,34595
17144,"Penawar Aji, Tulang Bawang, Lampung",18.05,18.05.23,Penawar Aji,18.05,Tulang Bawang,18,Lampung,00,Indonesia,4,1,,18.05.23,,IDR,34595
17154,"Dente Teladas, Tulang Bawang, Lampung",18.05,18.05.25,Dente Teladas,18.05,Tulang Bawang,18,Lampung,00,Indonesia,4,1,,18.05.25,,IDR,34596
17167,"Meraksa Aji, Tulang Bawang, Lampung",18.05,18.05.26,Meraksa Aji,18.05,Tulang Bawang,18,Lampung,00,Indonesia,4,1,,18.05.26,,IDR,34681
17172,"Gedung Aji Baru, Tulang Bawang, Lampung",18.05,18.05.27,Gedung Aji Baru,18.05,Tulang Bawang,18,Lampung,00,Indonesia,4,1,,18.05.27,,IDR,34595
17179,"Banjar Baru, Tulang Bawang, Lampung",18.05,18.05.29,Banjar Baru,18.05,Tulang Bawang,18,Lampung,00,Indonesia,4,1,,18.05.29,,IDR,34682
17186,"Menggala Timur, Tulang Bawang, Lampung",18.05,18.05.30,Menggala Timur,18.05,Tulang Bawang,18,Lampung,00,Indonesia,4,1,,18.05.30,,IDR,"34616,34617,34618,34619"
17194,"Kota Agung (Kota Agung Pusat), Tanggamus, Lampung",18.06,18.06.01,Kota Agung (Kota Agung Pusat),18.06,Tanggamus,18,Lampung,00,Indonesia,4,1,,18.06.01,,IDR,"35382,35384,35611,35613,35684"
17210,"Talang Padang, Tanggamus, Lampung",18.06,18.06.02,Talang Padang,18.06,Tanggamus,18,Lampung,00,Indonesia,4,1,,18.06.02,,IDR,35377
17228,"Wonosobo, Tanggamus, Lampung",18.06,18.06.03,Wonosobo,18.06,Tanggamus,18,Lampung,00,Indonesia,4,1,,18.06.03,,IDR,35686
17254,"Pulau Panggung, Tanggamus, Lampung",18.06,18.06.04,Pulau Panggung,18.06,Tanggamus,18,Lampung,00,Indonesia,4,1,,18.06.04,,IDR,35679
17274,"Cukuh Balak, Tanggamus, Lampung",18.06,18.06.09,Cukuh Balak,18.06,Tanggamus,18,Lampung,00,Indonesia,4,1,,18.06.09,,IDR,35683
17292,"Pugung, Tanggamus, Lampung",18.06,18.06.11,Pugung,18.06,Tanggamus,18,Lampung,00,Indonesia,4,1,,18.06.11,,IDR,35675
17317,"Semaka, Tanggamus, Lampung",18.06,18.06.12,Semaka,18.06,Tanggamus,18,Lampung,00,Indonesia,4,1,,18.06.12,,IDR,35386
17336,"Sumberejo, Tanggamus, Lampung",18.06,18.06.13,Sumberejo,18.06,Tanggamus,18,Lampung,00,Indonesia,4,1,,18.06.13,,IDR,35374
17350,"Ulubelu, Tanggamus, Lampung",18.06,18.06.15,Ulubelu,18.06,Tanggamus,18,Lampung,00,Indonesia,4,1,,18.06.15,,IDR,"35377,35387"
17361,"Pematang Sawa, Tanggamus, Lampung",18.06,18.06.16,Pematang Sawa,18.06,Tanggamus,18,Lampung,00,Indonesia,4,1,,18.06.16,,IDR,35382
17375,"Kelumbayan, Tanggamus, Lampung",18.06,18.06.17,Kelumbayan,18.06,Tanggamus,18,Lampung,00,Indonesia,4,1,,18.06.17,,IDR,35379
17383,"Kota Agung Barat, Tanggamus, Lampung",18.06,18.06.18,Kota Agung Barat,18.06,Tanggamus,18,Lampung,00,Indonesia,4,1,,18.06.18,,IDR,35384
17395,"Kota Agung Timur, Tanggamus, Lampung",18.06,18.06.19,Kota Agung Timur,18.06,Tanggamus,18,Lampung,00,Indonesia,4,1,,18.06.19,,IDR,35384
17404,"Gisting, Tanggamus, Lampung",18.06,18.06.20,Gisting,18.06,Tanggamus,18,Lampung,00,Indonesia,4,1,,18.06.20,,IDR,35378
17411,"Gunung Alip, Tanggamus, Lampung",18.06,18.06.21,Gunung Alip,18.06,Tanggamus,18,Lampung,00,Indonesia,4,1,,18.06.21,,IDR,35379
17422,"Limau, Tanggamus, Lampung",18.06,18.06.24,Limau,18.06,Tanggamus,18,Lampung,00,Indonesia,4,1,,18.06.24,,IDR,35613
17432,"Bandar Negeri Semuong, Tanggamus, Lampung",18.06,18.06.25,Bandar Negeri Semuong,18.06,Tanggamus,18,Lampung,00,Indonesia,4,1,,18.06.25,,IDR,35686
17443,"Air Naningan, Tanggamus, Lampung",18.06,18.06.26,Air Naningan,18.06,Tanggamus,18,Lampung,00,Indonesia,4,1,,18.06.26,,IDR,35679
17453,"Bulok, Tanggamus, Lampung",18.06,18.06.27,Bulok,18.06,Tanggamus,18,Lampung,00,Indonesia,4,1,,18.06.27,,IDR,35682
17459,"Kelumbayan Barat, Tanggamus, Lampung",18.06,18.06.28,Kelumbayan Barat,18.06,Tanggamus,18,Lampung,00,Indonesia,4,1,,18.06.28,,IDR,35379
17467,"Sukadana, Lampung Timur, Lampung",18.07,18.07.01,Sukadana,18.07,Lampung Timur,18,Lampung,00,Indonesia,4,1,,18.07.01,,IDR,34194
17480,"Labuhan Maringgai, Lampung Timur, Lampung",18.07,18.07.02,Labuhan Maringgai,18.07,Lampung Timur,18,Lampung,00,Indonesia,4,1,,18.07.02,,IDR,34198
17488,"Jabung, Lampung Timur, Lampung",18.07,18.07.03,Jabung,18.07,Lampung Timur,18,Lampung,00,Indonesia,4,1,,18.07.03,,IDR,34384
17501,"Pekalongan, Lampung Timur, Lampung",18.07,18.07.04,Pekalongan,18.07,Lampung Timur,18,Lampung,00,Indonesia,4,1,,18.07.04,,IDR,34391
17510,"Sekampung, Lampung Timur, Lampung",18.07,18.07.05,Sekampung,18.07,Lampung Timur,18,Lampung,00,Indonesia,4,1,,18.07.05,,IDR,34382
17523,"Batanghari, Lampung Timur, Lampung",18.07,18.07.06,Batanghari,18.07,Lampung Timur,18,Lampung,00,Indonesia,4,1,,18.07.06,,IDR,34381
17531,"Way Jepara, Lampung Timur, Lampung",18.07,18.07.07,Way Jepara,18.07,Lampung Timur,18,Lampung,00,Indonesia,4,1,,18.07.07,,IDR,34396
17545,"Purbolinggo, Lampung Timur, Lampung",18.07,18.07.08,Purbolinggo,18.07,Lampung Timur,18,Lampung,00,Indonesia,4,1,,18.07.08,,IDR,34192
17557,"Raman Utara, Lampung Timur, Lampung",18.07,18.07.09,Raman Utara,18.07,Lampung Timur,18,Lampung,00,Indonesia,4,1,,18.07.09,,IDR,34371
17568,"Metro Kibang, Lampung Timur, Lampung",18.07,18.07.10,Metro Kibang,18.07,Lampung Timur,18,Lampung,00,Indonesia,4,1,,18.07.10,,IDR,"34331,34332"
17572,"Sekampung Udik, Lampung Timur, Lampung",18.07,18.07.12,Sekampung Udik,18.07,Lampung Timur,18,Lampung,00,Indonesia,4,1,,18.07.12,,IDR,34385
17586,"Batanghari Nuban, Lampung Timur, Lampung",18.07,18.07.13,Batanghari Nuban,18.07,Lampung Timur,18,Lampung,00,Indonesia,4,1,,18.07.13,,IDR,34372
17595,"Bumi Agung, Lampung Timur, Lampung",18.07,18.07.14,Bumi Agung,18.07,Lampung Timur,18,Lampung,00,Indonesia,4,1,,18.07.14,,IDR,34182
17603,"Bandar Sribhawono, Lampung Timur, Lampung",18.07,18.07.15,Bandar Sribhawono,18.07,Lampung Timur,18,Lampung,00,Indonesia,4,1,,18.07.15,,IDR,34389
17608,"Mataram Baru, Lampung Timur, Lampung",18.07,18.07.16,Mataram Baru,18.07,Lampung Timur,18,Lampung,00,Indonesia,4,1,,18.07.16,,IDR,34199
17614,"Melinting, Lampung Timur, Lampung",18.07,18.07.17,Melinting,18.07,Lampung Timur,18,Lampung,00,Indonesia,4,1,,18.07.17,,IDR,34377
