id,dist_code,parent_dist_code,dist_name,dist_type,valid_flg,tokopedia_id,country_code,province_code,city_code,county_code,area_code,currency_code,dist_all,postal_code
1,00,,Indonesia,1,1,,00,,,,,IDR,Indonesia,
2,11,00,Nanggroe Aceh Darussalam (NAD),2,1,,00,11,,,,IDR,Nanggroe Aceh Darussalam (NAD),
3,11.01,11,Aceh Selatan,3,1,,00,11,11.01,,,IDR,Aceh Selatan,
4,11.01.01,11.01,Bakongan,4,1,,00,11,11.01,11.01.01,,IDR,"Bakongan, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23773
5,11.01.01.2001,11.01.01,Keude Bakongan,5,1,,00,11,11.01,11.01.01,,IDR,"Keude Bakongan, Bakongan, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23773
6,11.01.01.2015,11.01.01,Darul Ikhsan,5,1,,00,11,11.01,11.01.01,,IDR,"Darul Ikhsan, Bakongan, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23773
7,11.01.02,11.01,Kluet Utara,4,1,,00,11,11.01,11.01.02,,IDR,"Kluet Utara, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23771
8,11.01.02.2001,11.01.02,Fajar Harapan,5,1,,00,11,11.01,11.01.02,,IDR,"Fajar Harapan, Kluet Utara, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23771
9,11.01.02.2002,11.01.02,Krueng Batee,5,1,,00,11,11.01,11.01.02,,IDR,"Krueng Batee, Kluet Utara, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23771
10,11.01.02.2003,11.01.02,Pasi Kuala Asahan,5,1,,00,11,11.01,11.01.02,,IDR,"Pasi Kuala Asahan, Kluet Utara, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23771
11,11.01.02.2005,11.01.02,Pulo Ie I,5,1,,00,11,11.01,11.01.02,,IDR,"Pulo Ie I, Kluet Utara, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23771
12,11.01.02.2006,11.01.02,Jambo Manyang,5,1,,00,11,11.01,11.01.02,,IDR,"Jambo Manyang, Kluet Utara, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23771
13,11.01.02.2007,11.01.02,Simpang Empat,5,1,,00,11,11.01,11.01.02,,IDR,"Simpang Empat, Kluet Utara, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23771
14,11.01.02.2009,11.01.02,Pulo Kambing,5,1,,00,11,11.01,11.01.02,,IDR,"Pulo Kambing, Kluet Utara, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23771
15,11.01.02.2010,11.01.02,Kampung Paya,5,1,,00,11,11.01,11.01.02,,IDR,"Kampung Paya, Kluet Utara, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23771
16,11.01.02.2011,11.01.02,Krueng Batu,5,1,,00,11,11.01,11.01.02,,IDR,"Krueng Batu, Kluet Utara, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23771
17,11.01.02.2012,11.01.02,Krueng Kluet,5,1,,00,11,11.01,11.01.02,,IDR,"Krueng Kluet, Kluet Utara, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23771
18,11.01.02.2013,11.01.02,Alur Mas,5,1,,00,11,11.01,11.01.02,,IDR,"Alur Mas, Kluet Utara, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23771
19,11.01.02.2014,11.01.02,Kampung Tinggi,5,1,,00,11,11.01,11.01.02,,IDR,"Kampung Tinggi, Kluet Utara, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23771
20,11.01.02.2016,11.01.02,Simpang Lhee,5,1,,00,11,11.01,11.01.02,,IDR,"Simpang Lhee, Kluet Utara, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23771
21,11.01.02.2019,11.01.02,Kedai Padang,5,1,,00,11,11.01,11.01.02,,IDR,"Kedai Padang, Kluet Utara, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23771
22,11.01.02.2020,11.01.02,Kotafajar,5,1,,00,11,11.01,11.01.02,,IDR,"Kotafajar, Kluet Utara, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23771
23,11.01.02.2021,11.01.02,Gunung Pudung,5,1,,00,11,11.01,11.01.02,,IDR,"Gunung Pudung, Kluet Utara, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23771
24,11.01.03,11.01,Kluet Selatan,4,1,,00,11,11.01,11.01.03,,IDR,"Kluet Selatan, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23772
25,11.01.03.2002,11.01.03,Rantau Binuang,5,1,,00,11,11.01,11.01.03,,IDR,"Rantau Binuang, Kluet Selatan, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23772
26,11.01.03.2003,11.01.03,Barat Daya,5,1,,00,11,11.01,11.01.03,,IDR,"Barat Daya, Kluet Selatan, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23772
27,11.01.03.2004,11.01.03,Sialang,5,1,,00,11,11.01,11.01.03,,IDR,"Sialang, Kluet Selatan, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23772
28,11.01.03.2005,11.01.03,Kapeh,5,1,,00,11,11.01,11.01.03,,IDR,"Kapeh, Kluet Selatan, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23772
29,11.01.03.2006,11.01.03,Pulo Ie,5,1,,00,11,11.01,11.01.03,,IDR,"Pulo Ie, Kluet Selatan, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23772
30,11.01.03.2007,11.01.03,Kedai Runding,5,1,,00,11,11.01,11.01.03,,IDR,"Kedai Runding, Kluet Selatan, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23772
31,11.01.03.2008,11.01.03,Kedai Kandang,5,1,,00,11,11.01,11.01.03,,IDR,"Kedai Kandang, Kluet Selatan, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23772
32,11.01.03.2010,11.01.03,Ujung,5,1,,00,11,11.01,11.01.03,,IDR,"Ujung, Kluet Selatan, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23772
33,11.01.03.2011,11.01.03,Jua,5,1,,00,11,11.01,11.01.03,,IDR,"Jua, Kluet Selatan, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23772
34,11.01.03.2013,11.01.03,Ujung Pasir,5,1,,00,11,11.01,11.01.03,,IDR,"Ujung Pasir, Kluet Selatan, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23772
35,11.01.03.2016,11.01.03,Ujung Padang,5,1,,00,11,11.01,11.01.03,,IDR,"Ujung Padang, Kluet Selatan, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23772
36,11.01.03.2017,11.01.03,Indra Damai,5,1,,00,11,11.01,11.01.03,,IDR,"Indra Damai, Kluet Selatan, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23772
37,11.01.04,11.01,Labuhan Haji,4,1,,00,11,11.01,11.01.04,,IDR,"Labuhan Haji, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23761
38,11.01.04.2001,11.01.04,Bakau Hulu,5,1,,00,11,11.01,11.01.04,,IDR,"Bakau Hulu, Labuhan Haji, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23761
39,11.01.04.2002,11.01.04,Padang Bakau,5,1,,00,11,11.01,11.01.04,,IDR,"Padang Bakau, Labuhan Haji, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23761
40,11.01.04.2003,11.01.04,Manggis Harapan,5,1,,00,11,11.01,11.01.04,,IDR,"Manggis Harapan, Labuhan Haji, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23761
41,11.01.04.2004,11.01.04,Pasar Lama,5,1,,00,11,11.01,11.01.04,,IDR,"Pasar Lama, Labuhan Haji, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23761
42,11.01.04.2005,11.01.04,Apha,5,1,,00,11,11.01,11.01.04,,IDR,"Apha, Labuhan Haji, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23761
43,11.01.04.2006,11.01.04,Ujung Batu,5,1,,00,11,11.01,11.01.04,,IDR,"Ujung Batu, Labuhan Haji, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23761
44,11.01.04.2007,11.01.04,Pawoh,5,1,,00,11,11.01,11.01.04,,IDR,"Pawoh, Labuhan Haji, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23761
45,11.01.04.2008,11.01.04,Dalam,5,1,,00,11,11.01,11.01.04,,IDR,"Dalam, Labuhan Haji, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23761
46,11.01.04.2009,11.01.04,Kota Palak,5,1,,00,11,11.01,11.01.04,,IDR,"Kota Palak, Labuhan Haji, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23761
47,11.01.04.2010,11.01.04,Cacang,5,1,,00,11,11.01,11.01.04,,IDR,"Cacang, Labuhan Haji, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23761
48,11.01.04.2011,11.01.04,Tengah Pisang,5,1,,00,11,11.01,11.01.04,,IDR,"Tengah Pisang, Labuhan Haji, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23761
49,11.01.04.2012,11.01.04,Pisang,5,1,,00,11,11.01,11.01.04,,IDR,"Pisang, Labuhan Haji, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23761
50,11.01.04.2013,11.01.04,Hulu Pisang,5,1,,00,11,11.01,11.01.04,,IDR,"Hulu Pisang, Labuhan Haji, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23761
51,11.01.04.2014,11.01.04,Tengah Baru,5,1,,00,11,11.01,11.01.04,,IDR,"Tengah Baru, Labuhan Haji, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23761
52,11.01.04.2015,11.01.04,Lembah Baru,5,1,,00,11,11.01,11.01.04,,IDR,"Lembah Baru, Labuhan Haji, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23761
53,11.01.04.2016,11.01.04,Padang Baru,5,1,,00,11,11.01,11.01.04,,IDR,"Padang Baru, Labuhan Haji, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23761
54,11.01.05,11.01,Meukek,4,1,,00,11,11.01,11.01.05,,IDR,"Meukek, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23754
55,11.01.05.2001,11.01.05,Kuta Buloh II,5,1,,00,11,11.01,11.01.05,,IDR,"Kuta Buloh II, Meukek, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23754
56,11.01.05.2002,11.01.05,Kuta Buloh I,5,1,,00,11,11.01,11.01.05,,IDR,"Kuta Buloh I, Meukek, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23754
57,11.01.05.2004,11.01.05,Drien Jalo,5,1,,00,11,11.01,11.01.05,,IDR,"Drien Jalo, Meukek, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23754
58,11.01.05.2005,11.01.05,Jambo Papeun,5,1,,00,11,11.01,11.01.05,,IDR,"Jambo Papeun, Meukek, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23754
59,11.01.05.2006,11.01.05,Buket Meuh,5,1,,00,11,11.01,11.01.05,,IDR,"Buket Meuh, Meukek, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23754
60,11.01.05.2007,11.01.05,Blang Kuala,5,1,,00,11,11.01,11.01.05,,IDR,"Blang Kuala, Meukek, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23754
61,11.01.05.2008,11.01.05,Rot Teungoh,5,1,,00,11,11.01,11.01.05,,IDR,"Rot Teungoh, Meukek, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23754
62,11.01.05.2009,11.01.05,Alue Baro,5,1,,00,11,11.01,11.01.05,,IDR,"Alue Baro, Meukek, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23754
63,11.01.05.2010,11.01.05,Ladang Tuha,5,1,,00,11,11.01,11.01.05,,IDR,"Ladang Tuha, Meukek, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23754
64,11.01.05.2011,11.01.05,Lhok Mamplam,5,1,,00,11,11.01,11.01.05,,IDR,"Lhok Mamplam, Meukek, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23754
65,11.01.05.2013,11.01.05,Blang Teungoh,5,1,,00,11,11.01,11.01.05,,IDR,"Blang Teungoh, Meukek, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23754
66,11.01.05.2014,11.01.05,Blang Bladeh,5,1,,00,11,11.01,11.01.05,,IDR,"Blang Bladeh, Meukek, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23754
67,11.01.05.2016,11.01.05,Keude Meukek,5,1,,00,11,11.01,11.01.05,,IDR,"Keude Meukek, Meukek, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23754
68,11.01.05.2018,11.01.05,Tanjung Harapan,5,1,,00,11,11.01,11.01.05,,IDR,"Tanjung Harapan, Meukek, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23754
69,11.01.05.2019,11.01.05,Labuhan Tarok,5,1,,00,11,11.01,11.01.05,,IDR,"Labuhan Tarok, Meukek, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23754
70,11.01.05.2020,11.01.05,Lhok Aman,5,1,,00,11,11.01,11.01.05,,IDR,"Lhok Aman, Meukek, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23754
71,11.01.05.2021,11.01.05,Alue Meutuah,5,1,,00,11,11.01,11.01.05,,IDR,"Alue Meutuah, Meukek, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23754
72,11.01.05.2022,11.01.05,Ladang Baro,5,1,,00,11,11.01,11.01.05,,IDR,"Ladang Baro, Meukek, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23754
73,11.01.05.2023,11.01.05,Labuhan Tarok II,5,1,,00,11,11.01,11.01.05,,IDR,"Labuhan Tarok II, Meukek, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23754
74,11.01.07,11.01,Sawang,4,1,,00,11,11.01,11.01.07,,IDR,"Sawang, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23753
75,11.01.07.2001,11.01.07,Sikulat,5,1,,00,11,11.01,11.01.07,,IDR,"Sikulat, Sawang, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23753
76,11.01.07.2002,11.01.07,Sawang I,5,1,,00,11,11.01,11.01.07,,IDR,"Sawang I, Sawang, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23753
77,11.01.07.2003,11.01.07,Meuligo,5,1,,00,11,11.01,11.01.07,,IDR,"Meuligo, Sawang, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23753
78,11.01.07.2004,11.01.07,Lhok Pawoh,5,1,,00,11,11.01,11.01.07,,IDR,"Lhok Pawoh, Sawang, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23753
79,11.01.07.2005,11.01.07,Sawang II,5,1,,00,11,11.01,11.01.07,,IDR,"Sawang II, Sawang, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23753
80,11.01.07.2006,11.01.07,Ujung Karang,5,1,,00,11,11.01,11.01.07,,IDR,"Ujung Karang, Sawang, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23753
81,11.01.07.2007,11.01.07,Trieng Meuduro Baroh,5,1,,00,11,11.01,11.01.07,,IDR,"Trieng Meuduro Baroh, Sawang, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23753
82,11.01.07.2009,11.01.07,Panton Luas,5,1,,00,11,11.01,11.01.07,,IDR,"Panton Luas, Sawang, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23753
83,11.01.07.2010,11.01.07,Simpang Tiga,5,1,,00,11,11.01,11.01.07,,IDR,"Simpang Tiga, Sawang, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23753
84,11.01.07.2011,11.01.07,Kuta Baro,5,1,,00,11,11.01,11.01.07,,IDR,"Kuta Baro, Sawang, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23753
85,11.01.07.2013,11.01.07,Mutiara,5,1,,00,11,11.01,11.01.07,,IDR,"Mutiara, Sawang, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23753
86,11.01.07.2014,11.01.07,Ujung Padang,5,1,,00,11,11.01,11.01.07,,IDR,"Ujung Padang, Sawang, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23753
87,11.01.09,11.01,Trumon,4,1,,00,11,11.01,11.01.09,,IDR,"Trumon, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23774
88,11.01.09.2001,11.01.09,Keude Trumon,5,1,,00,11,11.01,11.01.09,,IDR,"Keude Trumon, Trumon, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23774
89,11.01.09.2004,11.01.09,Ie Meudama,5,1,,00,11,11.01,11.01.09,,IDR,"Ie Meudama, Trumon, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23774
90,11.01.09.2007,11.01.09,Panton Bilie,5,1,,00,11,11.01,11.01.09,,IDR,"Panton Bilie, Trumon, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23774
91,11.01.09.2012,11.01.09,Kuta Padang,5,1,,00,11,11.01,11.01.09,,IDR,"Kuta Padang, Trumon, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23774
92,11.01.09.2013,11.01.09,Raket,5,1,,00,11,11.01,11.01.09,,IDR,"Raket, Trumon, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23774
93,11.01.09.2016,11.01.09,Padang Harapan,5,1,,00,11,11.01,11.01.09,,IDR,"Padang Harapan, Trumon, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23774
94,11.01.11,11.01,Labuhan Haji Timur,4,1,,00,11,11.01,11.01.11,,IDR,"Labuhan Haji Timur, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23758
95,11.01.11.2001,11.01.11,Tengah Peulumat,5,1,,00,11,11.01,11.01.11,,IDR,"Tengah Peulumat, Labuhan Haji Timur, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23758
96,11.01.11.2002,11.01.11,Paya Peulumat,5,1,,00,11,11.01,11.01.11,,IDR,"Paya Peulumat, Labuhan Haji Timur, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23758
97,11.01.11.2003,11.01.11,Padang Peulumat,5,1,,00,11,11.01,11.01.11,,IDR,"Padang Peulumat, Labuhan Haji Timur, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23758
98,11.01.11.2004,11.01.11,Aur Peulumat,5,1,,00,11,11.01,11.01.11,,IDR,"Aur Peulumat, Labuhan Haji Timur, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23758
99,11.01.11.2005,11.01.11,Limau Saring,5,1,,00,11,11.01,11.01.11,,IDR,"Limau Saring, Labuhan Haji Timur, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23758
100,11.01.11.2006,11.01.11,Beutong,5,1,,00,11,11.01,11.01.11,,IDR,"Beutong, Labuhan Haji Timur, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23758
101,11.01.11.2008,11.01.11,Gunung Rotan,5,1,,00,11,11.01,11.01.11,,IDR,"Gunung Rotan, Labuhan Haji Timur, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23758
102,11.01.11.2010,11.01.11,Keumumu Hulu,5,1,,00,11,11.01,11.01.11,,IDR,"Keumumu Hulu, Labuhan Haji Timur, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23758
103,11.01.11.2011,11.01.11,Keumumu Seberang,5,1,,00,11,11.01,11.01.11,,IDR,"Keumumu Seberang, Labuhan Haji Timur, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23758
104,11.01.11.2012,11.01.11,Sawang Indah,5,1,,00,11,11.01,11.01.11,,IDR,"Sawang Indah, Labuhan Haji Timur, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23758
105,11.01.12,11.01,Labuhan Haji Barat,4,1,,00,11,11.01,11.01.12,,IDR,"Labuhan Haji Barat, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23757
106,11.01.12.2001,11.01.12,Tutong,5,1,,00,11,11.01,11.01.12,,IDR,"Tutong, Labuhan Haji Barat, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23757
107,11.01.12.2003,11.01.12,Peulokan,5,1,,00,11,11.01,11.01.12,,IDR,"Peulokan, Labuhan Haji Barat, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23757
108,11.01.12.2005,11.01.12,Ujung Padang,5,1,,00,11,11.01,11.01.12,,IDR,"Ujung Padang, Labuhan Haji Barat, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23757
109,11.01.12.2006,11.01.12,Blang Baru,5,1,,00,11,11.01,11.01.12,,IDR,"Blang Baru, Labuhan Haji Barat, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23757
110,11.01.12.2007,11.01.12,Blang Poroh,5,1,,00,11,11.01,11.01.12,,IDR,"Blang Poroh, Labuhan Haji Barat, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23757
111,11.01.12.2008,11.01.12,Pulo Ie,5,1,,00,11,11.01,11.01.12,,IDR,"Pulo Ie, Labuhan Haji Barat, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23757
112,11.01.12.2009,11.01.12,Suak Lokan,5,1,,00,11,11.01,11.01.12,,IDR,"Suak Lokan, Labuhan Haji Barat, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23757
113,11.01.12.2011,11.01.12,Kuta Trieng,5,1,,00,11,11.01,11.01.12,,IDR,"Kuta Trieng, Labuhan Haji Barat, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23757
114,11.01.12.2012,11.01.12,Pante Geulima,5,1,,00,11,11.01,11.01.12,,IDR,"Pante Geulima, Labuhan Haji Barat, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23757
115,11.01.12.2013,11.01.12,Panton Pawoh,5,1,,00,11,11.01,11.01.12,,IDR,"Panton Pawoh, Labuhan Haji Barat, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23757
116,11.01.12.2014,11.01.12,Batee Meucanang,5,1,,00,11,11.01,11.01.12,,IDR,"Batee Meucanang, Labuhan Haji Barat, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23757
117,11.01.12.2015,11.01.12,Panton Rubek,5,1,,00,11,11.01,11.01.12,,IDR,"Panton Rubek, Labuhan Haji Barat, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23757
118,11.01.13,11.01,Kluet Tengah,4,1,,00,11,11.01,11.01.13,,IDR,"Kluet Tengah, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23772
119,11.01.13.2002,11.01.13,Alur Keujrun,5,1,,00,11,11.01,11.01.13,,IDR,"Alur Keujrun, Kluet Tengah, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23772
120,11.01.13.2003,11.01.13,Jambo Papan,5,1,,00,11,11.01,11.01.13,,IDR,"Jambo Papan, Kluet Tengah, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23772
121,11.01.13.2004,11.01.13,Malaka,5,1,,00,11,11.01,11.01.13,,IDR,"Malaka, Kluet Tengah, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23772
122,11.01.13.2005,11.01.13,Koto Indarung,5,1,,00,11,11.01,11.01.13,,IDR,"Koto Indarung, Kluet Tengah, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23772
123,11.01.13.2006,11.01.13,Siurai-Urai,5,1,,00,11,11.01,11.01.13,,IDR,"Siurai-Urai, Kluet Tengah, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23772
124,11.01.13.2007,11.01.13,Kampung Sawah,5,1,,00,11,11.01,11.01.13,,IDR,"Kampung Sawah, Kluet Tengah, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23772
125,11.01.13.2008,11.01.13,Kampung Padang,5,1,,00,11,11.01,11.01.13,,IDR,"Kampung Padang, Kluet Tengah, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23772
126,11.01.13.2009,11.01.13,Pulo Air,5,1,,00,11,11.01,11.01.13,,IDR,"Pulo Air, Kluet Tengah, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23772
127,11.01.13.2010,11.01.13,Lawe Melang,5,1,,00,11,11.01,11.01.13,,IDR,"Lawe Melang, Kluet Tengah, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23772
128,11.01.13.2011,11.01.13,Mersak,5,1,,00,11,11.01,11.01.13,,IDR,"Mersak, Kluet Tengah, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23772
129,11.01.13.2012,11.01.13,Simpang Dua,5,1,,00,11,11.01,11.01.13,,IDR,"Simpang Dua, Kluet Tengah, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23772
130,11.01.13.2013,11.01.13,Simpang Tiga,5,1,,00,11,11.01,11.01.13,,IDR,"Simpang Tiga, Kluet Tengah, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23772
131,11.01.14,11.01,Kluet Timur,4,1,,00,11,11.01,11.01.14,,IDR,"Kluet Timur, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23772
132,11.01.14.2001,11.01.14,Paya Dapur,5,1,,00,11,11.01,11.01.14,,IDR,"Paya Dapur, Kluet Timur, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23772
133,11.01.14.2002,11.01.14,Sapik,5,1,,00,11,11.01,11.01.14,,IDR,"Sapik, Kluet Timur, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23772
134,11.01.14.2003,11.01.14,Alai,5,1,,00,11,11.01,11.01.14,,IDR,"Alai, Kluet Timur, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23772
135,11.01.14.2004,11.01.14,Durian Kawan,5,1,,00,11,11.01,11.01.14,,IDR,"Durian Kawan, Kluet Timur, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23772
136,11.01.14.2005,11.01.14,Lawe Sawah,5,1,,00,11,11.01,11.01.14,,IDR,"Lawe Sawah, Kluet Timur, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23772
137,11.01.14.2006,11.01.14,Lawe Buluh Didi,5,1,,00,11,11.01,11.01.14,,IDR,"Lawe Buluh Didi, Kluet Timur, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23772
138,11.01.14.2007,11.01.14,Pucuk Lembang,5,1,,00,11,11.01,11.01.14,,IDR,"Pucuk Lembang, Kluet Timur, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23772
139,11.01.14.2008,11.01.14,Paya Laba,5,1,,00,11,11.01,11.01.14,,IDR,"Paya Laba, Kluet Timur, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23772
140,11.01.14.2009,11.01.14,Lawe Cimanok,5,1,,00,11,11.01,11.01.14,,IDR,"Lawe Cimanok, Kluet Timur, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23772
141,11.01.15,11.01,Bakongan Timur,4,1,,00,11,11.01,11.01.15,,IDR,"Bakongan Timur, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23773
142,11.01.15.2002,11.01.15,Ladang Rimba,5,1,,00,11,11.01,11.01.15,,IDR,"Ladang Rimba, Bakongan Timur, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23773
143,11.01.15.2004,11.01.15,Sawah Tingkeum,5,1,,00,11,11.01,11.01.15,,IDR,"Sawah Tingkeum, Bakongan Timur, Aceh Selatan, Nanggroe Aceh Darussalam (NAD)",23773
