id,dist_code,parent_dist_code,dist_name,dist_type,valid_flg,tokopedia_id,country_code,province_code,city_code,county_code,area_code,currency_code,dist_all,postal_code
11509,15.02.15.2003,15.02.15,Sri Sembilan,5,1,,00,15,15.02,15.02.15,,IDR,"Sri Sembilan, Tabir Timur, Merangin, Jambi",37353
11510,15.02.15.2004,15.02.15,Bukit Subur,5,1,,00,15,15.02,15.02.15,,IDR,"Bukit Subur, Tabir Timur, Merangin, Jambi",37353
11511,15.02.16,15.02,Renah Pembarap,4,1,,00,15,15.02,15.02.16,,IDR,"Renah Pembarap, Merangin, Jambi",37361
11512,15.02.16.2002,15.02.16,Talang Segegah,5,1,,00,15,15.02,15.02.16,,IDR,"Talang Segegah, Renah Pembarap, Merangin, Jambi",37361
11513,15.02.16.2003,15.02.16,Durian Batakuk,5,1,,00,15,15.02,15.02.16,,IDR,"Durian Batakuk, Renah Pembarap, Merangin, Jambi",37361
11514,15.02.16.2004,15.02.16,Muara Bantan,5,1,,00,15,15.02,15.02.16,,IDR,"Muara Bantan, Renah Pembarap, Merangin, Jambi",37361
11515,15.02.16.2005,15.02.16,Parit Ujung Tanjung,5,1,,00,15,15.02,15.02.16,,IDR,"Parit Ujung Tanjung, Renah Pembarap, Merangin, Jambi",37361
11516,15.02.16.2006,15.02.16,Guguk,5,1,,00,15,15.02,15.02.16,,IDR,"Guguk, Renah Pembarap, Merangin, Jambi",37361
11517,15.02.16.2007,15.02.16,Markeh,5,1,,00,15,15.02,15.02.16,,IDR,"Markeh, Renah Pembarap, Merangin, Jambi",37361
11518,15.02.16.2008,15.02.16,Air Batu,5,1,,00,15,15.02,15.02.16,,IDR,"Air Batu, Renah Pembarap, Merangin, Jambi",37361
11519,15.02.16.2009,15.02.16,Marus Jaya,5,1,,00,15,15.02,15.02.16,,IDR,"Marus Jaya, Renah Pembarap, Merangin, Jambi",37361
11520,15.02.16.2010,15.02.16,Renah Medan,5,1,,00,15,15.02,15.02.16,,IDR,"Renah Medan, Renah Pembarap, Merangin, Jambi",37361
11521,15.02.16.2011,15.02.16,Simpang Parit,5,1,,00,15,15.02,15.02.16,,IDR,"Simpang Parit, Renah Pembarap, Merangin, Jambi",37361
11522,15.02.17,15.02,Pangkalan Jambu,4,1,,00,15,15.02,15.02.17,,IDR,"Pangkalan Jambu, Merangin, Jambi",37361
11523,15.02.17.2002,15.02.17,Bukit Perentak,5,1,,00,15,15.02,15.02.17,,IDR,"Bukit Perentak, Pangkalan Jambu, Merangin, Jambi",37361
11524,15.02.17.2003,15.02.17,Birun,5,1,,00,15,15.02,15.02.17,,IDR,"Birun, Pangkalan Jambu, Merangin, Jambi",37361
11525,15.02.17.2005,15.02.17,Bungo Tanjung,5,1,,00,15,15.02,15.02.17,,IDR,"Bungo Tanjung, Pangkalan Jambu, Merangin, Jambi",37361
11526,15.02.17.2006,15.02.17,Sungai Jering,5,1,,00,15,15.02,15.02.17,,IDR,"Sungai Jering, Pangkalan Jambu, Merangin, Jambi",37361
11527,15.02.17.2007,15.02.17,Kampung Limo,5,1,,00,15,15.02,15.02.17,,IDR,"Kampung Limo, Pangkalan Jambu, Merangin, Jambi",37361
11528,15.02.17.2008,15.02.17,Tanjung Mudo,5,1,,00,15,15.02,15.02.17,,IDR,"Tanjung Mudo, Pangkalan Jambu, Merangin, Jambi",37361
11529,15.02.20,15.02,Pamenang Selatan,4,1,,00,15,15.02,15.02.20,,IDR,"Pamenang Selatan, Merangin, Jambi",37352
11530,15.02.20.2001,15.02.20,Tambang Emas,5,1,,00,15,15.02,15.02.20,,IDR,"Tambang Emas, Pamenang Selatan, Merangin, Jambi",37352
11531,15.02.20.2002,15.02.20,Tanjung Benuang,5,1,,00,15,15.02,15.02.20,,IDR,"Tanjung Benuang, Pamenang Selatan, Merangin, Jambi",37352
11532,15.02.20.2003,15.02.20,Pulau Bayur,5,1,,00,15,15.02,15.02.20,,IDR,"Pulau Bayur, Pamenang Selatan, Merangin, Jambi",37352
11533,15.02.20.2004,15.02.20,Selango,5,1,,00,15,15.02,15.02.20,,IDR,"Selango, Pamenang Selatan, Merangin, Jambi",37352
11534,15.02.21,15.02,Margo Tabir,4,1,,00,15,15.02,15.02.21,,IDR,"Margo Tabir, Merangin, Jambi",37353
11535,15.02.21.2001,15.02.21,Tanjung Rejo,5,1,,00,15,15.02,15.02.21,,IDR,"Tanjung Rejo, Margo Tabir, Merangin, Jambi",37353
11536,15.02.21.2002,15.02.21,Sumber Agung,5,1,,00,15,15.02,15.02.21,,IDR,"Sumber Agung, Margo Tabir, Merangin, Jambi",37353
11537,15.02.21.2003,15.02.21,Suko Rejo,5,1,,00,15,15.02,15.02.21,,IDR,"Suko Rejo, Margo Tabir, Merangin, Jambi",37353
11538,15.02.21.2004,15.02.21,Sido Rukun,5,1,,00,15,15.02,15.02.21,,IDR,"Sido Rukun, Margo Tabir, Merangin, Jambi",37353
11539,15.02.21.2005,15.02.21,Lubuk Bumbun,5,1,,00,15,15.02,15.02.21,,IDR,"Lubuk Bumbun, Margo Tabir, Merangin, Jambi",37353
11540,15.02.21.2006,15.02.21,Tegal Rejo,5,1,,00,15,15.02,15.02.21,,IDR,"Tegal Rejo, Margo Tabir, Merangin, Jambi",37353
11541,15.02.22,15.02,Tabir Lintas,4,1,,00,15,15.02,15.02.22,,IDR,"Tabir Lintas, Merangin, Jambi",37353
11542,15.02.22.2001,15.02.22,Tambang Baru,5,1,,00,15,15.02,15.02.22,,IDR,"Tambang Baru, Tabir Lintas, Merangin, Jambi",37353
11543,15.02.22.2002,15.02.22,Sido Lego,5,1,,00,15,15.02,15.02.22,,IDR,"Sido Lego, Tabir Lintas, Merangin, Jambi",37353
11544,15.02.22.2004,15.02.22,Koto Baru,5,1,,00,15,15.02,15.02.22,,IDR,"Koto Baru, Tabir Lintas, Merangin, Jambi",37353
11545,15.02.22.2005,15.02.22,Sido Harjo,5,1,,00,15,15.02,15.02.22,,IDR,"Sido Harjo, Tabir Lintas, Merangin, Jambi",37353
11546,15.02.23,15.02,Tabir Barat,4,1,,00,15,15.02,15.02.23,,IDR,"Tabir Barat, Merangin, Jambi",37356
11547,15.02.23.2001,15.02.23,Muara Kibul,5,1,,00,15,15.02,15.02.23,,IDR,"Muara Kibul, Tabir Barat, Merangin, Jambi",37356
11548,15.02.23.2002,15.02.23,Tanjung Putus,5,1,,00,15,15.02,15.02.23,,IDR,"Tanjung Putus, Tabir Barat, Merangin, Jambi",37356
11549,15.02.23.2004,15.02.23,Batang Kibul,5,1,,00,15,15.02,15.02.23,,IDR,"Batang Kibul, Tabir Barat, Merangin, Jambi",37356
11550,15.02.23.2005,15.02.23,Sungai Tabir,5,1,,00,15,15.02,15.02.23,,IDR,"Sungai Tabir, Tabir Barat, Merangin, Jambi",37356
11551,15.02.23.2006,15.02.23,Telentam,5,1,,00,15,15.02,15.02.23,,IDR,"Telentam, Tabir Barat, Merangin, Jambi",37356
11552,15.02.23.2007,15.02.23,Ngaol,5,1,,00,15,15.02,15.02.23,,IDR,"Ngaol, Tabir Barat, Merangin, Jambi",37356
11553,15.02.23.2008,15.02.23,Air Liki,5,1,,00,15,15.02,15.02.23,,IDR,"Air Liki, Tabir Barat, Merangin, Jambi",37356
11554,15.02.23.2009,15.02.23,Pulau Lebar,5,1,,00,15,15.02,15.02.23,,IDR,"Pulau Lebar, Tabir Barat, Merangin, Jambi",37356
11555,15.02.23.2011,15.02.23,Tanjung Beringin,5,1,,00,15,15.02,15.02.23,,IDR,"Tanjung Beringin, Tabir Barat, Merangin, Jambi",37356
11556,15.02.23.2012,15.02.23,Baru Kibul,5,1,,00,15,15.02,15.02.23,,IDR,"Baru Kibul, Tabir Barat, Merangin, Jambi",37356
11557,15.02.23.2013,15.02.23,Ngaol Ilir,5,1,,00,15,15.02,15.02.23,,IDR,"Ngaol Ilir, Tabir Barat, Merangin, Jambi",37356
11558,15.02.23.2014,15.02.23,Air Liki Baru,5,1,,00,15,15.02,15.02.23,,IDR,"Air Liki Baru, Tabir Barat, Merangin, Jambi",37356
11559,15.02.24,15.02,Tiang Pumpung,4,1,,00,15,15.02,15.02.24,,IDR,"Tiang Pumpung, Merangin, Jambi","37353,37371"
11560,15.02.24.2002,15.02.24,Sekancing Ilir,5,1,,00,15,15.02,15.02.24,,IDR,"Sekancing Ilir, Tiang Pumpung, Merangin, Jambi","37353,37371"
11561,15.02.24.2003,15.02.24,Beringin Sanggul,5,1,,00,15,15.02,15.02.24,,IDR,"Beringin Sanggul, Tiang Pumpung, Merangin, Jambi","37353,37371"
11562,15.02.24.2005,15.02.24,Rantau Limau Kapas,5,1,,00,15,15.02,15.02.24,,IDR,"Rantau Limau Kapas, Tiang Pumpung, Merangin, Jambi","37353,37371"
11563,15.03,15,Sarolangun,3,1,,00,15,15.03,,,IDR,Sarolangun,
11564,15.03.01,15.03,Batang Asai,4,1,,00,15,15.03,15.03.01,,IDR,"Batang Asai, Sarolangun, Jambi",37485
11565,15.03.01.2001,15.03.01,Tambak Ratu,5,1,,00,15,15.03,15.03.01,,IDR,"Tambak Ratu, Batang Asai, Sarolangun, Jambi",37485
11566,15.03.01.2002,15.03.01,Sungai Keradak,5,1,,00,15,15.03,15.03.01,,IDR,"Sungai Keradak, Batang Asai, Sarolangun, Jambi",37485
11567,15.03.01.2004,15.03.01,Simpang Narso,5,1,,00,15,15.03,15.03.01,,IDR,"Simpang Narso, Batang Asai, Sarolangun, Jambi",37485
11568,15.03.01.2006,15.03.01,Batu Empang,5,1,,00,15,15.03,15.03.01,,IDR,"Batu Empang, Batang Asai, Sarolangun, Jambi",37485
11569,15.03.01.2007,15.03.01,Rantau Panjang,5,1,,00,15,15.03,15.03.01,,IDR,"Rantau Panjang, Batang Asai, Sarolangun, Jambi",37485
11570,15.03.01.2010,15.03.01,Lubuk Bangkar,5,1,,00,15,15.03,15.03.01,,IDR,"Lubuk Bangkar, Batang Asai, Sarolangun, Jambi",37485
11571,15.03.01.2011,15.03.01,Pekan Gedang,5,1,,00,15,15.03,15.03.01,,IDR,"Pekan Gedang, Batang Asai, Sarolangun, Jambi",37485
11572,15.03.01.2012,15.03.01,Raden Anom,5,1,,00,15,15.03,15.03.01,,IDR,"Raden Anom, Batang Asai, Sarolangun, Jambi",37485
11573,15.03.01.2013,15.03.01,Datuk Nan Duo,5,1,,00,15,15.03,15.03.01,,IDR,"Datuk Nan Duo, Batang Asai, Sarolangun, Jambi",37485
11574,15.03.01.2014,15.03.01,Bukit Kalimau Ulu,5,1,,00,15,15.03,15.03.01,,IDR,"Bukit Kalimau Ulu, Batang Asai, Sarolangun, Jambi",37485
11575,15.03.01.2015,15.03.01,Sungai Bemban,5,1,,00,15,15.03,15.03.01,,IDR,"Sungai Bemban, Batang Asai, Sarolangun, Jambi",37485
11576,15.03.01.2017,15.03.01,Sungai Baung,5,1,,00,15,15.03,15.03.01,,IDR,"Sungai Baung, Batang Asai, Sarolangun, Jambi",37485
11577,15.03.01.2018,15.03.01,Padang Jering,5,1,,00,15,15.03,15.03.01,,IDR,"Padang Jering, Batang Asai, Sarolangun, Jambi",37485
11578,15.03.01.2019,15.03.01,Kasiro,5,1,,00,15,15.03,15.03.01,,IDR,"Kasiro, Batang Asai, Sarolangun, Jambi",37485
11579,15.03.01.2021,15.03.01,Bukit Berantai,5,1,,00,15,15.03,15.03.01,,IDR,"Bukit Berantai, Batang Asai, Sarolangun, Jambi",37485
11580,15.03.01.2022,15.03.01,Bukit Sulah,5,1,,00,15,15.03,15.03.01,,IDR,"Bukit Sulah, Batang Asai, Sarolangun, Jambi",37485
11581,15.03.01.2023,15.03.01,Paniban Baru,5,1,,00,15,15.03,15.03.01,,IDR,"Paniban Baru, Batang Asai, Sarolangun, Jambi",37485
11582,15.03.02,15.03,Limun,4,1,,00,15,15.03,15.03.02,,IDR,"Limun, Sarolangun, Jambi",37382
11583,15.03.02.2005,15.03.02,Pulau Pandan,5,1,,00,15,15.03,15.03.02,,IDR,"Pulau Pandan, Limun, Sarolangun, Jambi",37382
11584,15.03.02.2006,15.03.02,Temenggung,5,1,,00,15,15.03,15.03.02,,IDR,"Temenggung, Limun, Sarolangun, Jambi",37382
11585,15.03.02.2007,15.03.02,Ranggo,5,1,,00,15,15.03,15.03.02,,IDR,"Ranggo, Limun, Sarolangun, Jambi",37382
11586,15.03.02.2008,15.03.02,Panca Karya,5,1,,00,15,15.03,15.03.02,,IDR,"Panca Karya, Limun, Sarolangun, Jambi",37382
11587,15.03.02.2009,15.03.02,Lubuk Bedorong,5,1,,00,15,15.03,15.03.02,,IDR,"Lubuk Bedorong, Limun, Sarolangun, Jambi",37382
11588,15.03.02.2011,15.03.02,Napal Melintang,5,1,,00,15,15.03,15.03.02,,IDR,"Napal Melintang, Limun, Sarolangun, Jambi",37382
11589,15.03.02.2012,15.03.02,Berkun,5,1,,00,15,15.03,15.03.02,,IDR,"Berkun, Limun, Sarolangun, Jambi",37382
11590,15.03.02.2013,15.03.02,Mersip,5,1,,00,15,15.03,15.03.02,,IDR,"Mersip, Limun, Sarolangun, Jambi",37382
11591,15.03.02.2014,15.03.02,Tanjung Raden,5,1,,00,15,15.03,15.03.02,,IDR,"Tanjung Raden, Limun, Sarolangun, Jambi",37382
11592,15.03.02.2016,15.03.02,Moenti,5,1,,00,15,15.03,15.03.02,,IDR,"Moenti, Limun, Sarolangun, Jambi",37382
11593,15.03.02.2018,15.03.02,Demang,5,1,,00,15,15.03,15.03.02,,IDR,"Demang, Limun, Sarolangun, Jambi",37382
11594,15.03.02.2021,15.03.02,Temalang,5,1,,00,15,15.03,15.03.02,,IDR,"Temalang, Limun, Sarolangun, Jambi",37382
11595,15.03.02.2022,15.03.02,Muara Limun,5,1,,00,15,15.03,15.03.02,,IDR,"Muara Limun, Limun, Sarolangun, Jambi",37382
11596,15.03.02.2023,15.03.02,Suka Damai,5,1,,00,15,15.03,15.03.02,,IDR,"Suka Damai, Limun, Sarolangun, Jambi",37382
11597,15.03.03,15.03,Sarolangun,4,1,,00,15,15.03,15.03.03,,IDR,"Sarolangun, Sarolangun, Jambi",37481
11598,15.03.03.1001,15.03.03,Dusun Sarolangun,5,1,,00,15,15.03,15.03.03,,IDR,"Dusun Sarolangun, Sarolangun, Sarolangun, Jambi",37481
11599,15.03.03.1015,15.03.03,Sukasari,5,1,,00,15,15.03,15.03.03,,IDR,"Sukasari, Sarolangun, Sarolangun, Jambi",37481
11600,15.03.03.1016,15.03.03,Pasar Sarolangun,5,1,,00,15,15.03,15.03.03,,IDR,"Pasar Sarolangun, Sarolangun, Sarolangun, Jambi",37481
11601,15.03.03.1019,15.03.03,Sarolangun Kembang,5,1,,00,15,15.03,15.03.03,,IDR,"Sarolangun Kembang, Sarolangun, Sarolangun, Jambi",37481
11602,15.03.03.2002,15.03.03,Bernai,5,1,,00,15,15.03,15.03.03,,IDR,"Bernai, Sarolangun, Sarolangun, Jambi",37481
11603,15.03.03.2004,15.03.03,Panti,5,1,,00,15,15.03,15.03.03,,IDR,"Panti, Sarolangun, Sarolangun, Jambi",37481
11604,15.03.03.2006,15.03.03,Sungai Abang,5,1,,00,15,15.03,15.03.03,,IDR,"Sungai Abang, Sarolangun, Sarolangun, Jambi",37481
11605,15.03.03.2013,15.03.03,Lidung,5,1,,00,15,15.03,15.03.03,,IDR,"Lidung, Sarolangun, Sarolangun, Jambi",37481
11606,15.03.03.2014,15.03.03,Ladang Panjang,5,1,,00,15,15.03,15.03.03,,IDR,"Ladang Panjang, Sarolangun, Sarolangun, Jambi",37481
11607,15.03.03.2024,15.03.03,Baru,5,1,,00,15,15.03,15.03.03,,IDR,"Baru, Sarolangun, Sarolangun, Jambi",37481
11608,15.03.03.2027,15.03.03,Ujung Tanjung,5,1,,00,15,15.03,15.03.03,,IDR,"Ujung Tanjung, Sarolangun, Sarolangun, Jambi",37481
11609,15.03.03.2028,15.03.03,Bernai Dalam,5,1,,00,15,15.03,15.03.03,,IDR,"Bernai Dalam, Sarolangun, Sarolangun, Jambi",37481
11610,15.03.04,15.03,Pauh,4,1,,00,15,15.03,15.03.04,,IDR,"Pauh, Sarolangun, Jambi",37491
11611,15.03.04.1005,15.03.04,Pauh,5,1,,00,15,15.03,15.03.04,,IDR,"Pauh, Pauh, Sarolangun, Jambi",37491
11612,15.03.04.2002,15.03.04,Karang Mendapo,5,1,,00,15,15.03,15.03.04,,IDR,"Karang Mendapo, Pauh, Sarolangun, Jambi",37491
11613,15.03.04.2003,15.03.04,Batu Ampar,5,1,,00,15,15.03,15.03.04,,IDR,"Batu Ampar, Pauh, Sarolangun, Jambi",37491
11614,15.03.04.2004,15.03.04,Batu Kucing,5,1,,00,15,15.03,15.03.04,,IDR,"Batu Kucing, Pauh, Sarolangun, Jambi",37491
11615,15.03.04.2006,15.03.04,Semaran,5,1,,00,15,15.03,15.03.04,,IDR,"Semaran, Pauh, Sarolangun, Jambi",37491
11616,15.03.04.2007,15.03.04,Kasang Melintang,5,1,,00,15,15.03,15.03.04,,IDR,"Kasang Melintang, Pauh, Sarolangun, Jambi",37491
11617,15.03.04.2008,15.03.04,Pangkal Bulian,5,1,,00,15,15.03,15.03.04,,IDR,"Pangkal Bulian, Pauh, Sarolangun, Jambi",37491
11618,15.03.04.2009,15.03.04,Lubuk Napal,5,1,,00,15,15.03,15.03.04,,IDR,"Lubuk Napal, Pauh, Sarolangun, Jambi",37491
11619,15.03.04.2010,15.03.04,Sepintun,5,1,,00,15,15.03,15.03.04,,IDR,"Sepintun, Pauh, Sarolangun, Jambi",37491
11620,15.03.04.2011,15.03.04,Lamban Sigatal,5,1,,00,15,15.03,15.03.04,,IDR,"Lamban Sigatal, Pauh, Sarolangun, Jambi",37491
11621,15.03.04.2020,15.03.04,Seko Besar,5,1,,00,15,15.03,15.03.04,,IDR,"Seko Besar, Pauh, Sarolangun, Jambi",37491
11622,15.03.04.2021,15.03.04,Taman Bandung,5,1,,00,15,15.03,15.03.04,,IDR,"Taman Bandung, Pauh, Sarolangun, Jambi",37491
11623,15.03.04.2022,15.03.04,Danau Serdang,5,1,,00,15,15.03,15.03.04,,IDR,"Danau Serdang, Pauh, Sarolangun, Jambi",37491
11624,15.03.05,15.03,Pelawan,4,1,,00,15,15.03,15.03.05,,IDR,"Pelawan, Sarolangun, Jambi",37482
11625,15.03.05.2001,15.03.05,Penegah,5,1,,00,15,15.03,15.03.05,,IDR,"Penegah, Pelawan, Sarolangun, Jambi",37482
11626,15.03.05.2002,15.03.05,Pelawan,5,1,,00,15,15.03,15.03.05,,IDR,"Pelawan, Pelawan, Sarolangun, Jambi",37482
11627,15.03.05.2004,15.03.05,Bukit,5,1,,00,15,15.03,15.03.05,,IDR,"Bukit, Pelawan, Sarolangun, Jambi",37482
11628,15.03.05.2005,15.03.05,Lubuk Sepuh,5,1,,00,15,15.03,15.03.05,,IDR,"Lubuk Sepuh, Pelawan, Sarolangun, Jambi",37482
11629,15.03.05.2007,15.03.05,Muara Danau,5,1,,00,15,15.03,15.03.05,,IDR,"Muara Danau, Pelawan, Sarolangun, Jambi",37482
11630,15.03.05.2013,15.03.05,Sungai Merah,5,1,,00,15,15.03,15.03.05,,IDR,"Sungai Merah, Pelawan, Sarolangun, Jambi",37482
11631,15.03.05.2017,15.03.05,Batu Putih,5,1,,00,15,15.03,15.03.05,,IDR,"Batu Putih, Pelawan, Sarolangun, Jambi",37482
11632,15.03.05.2019,15.03.05,Mekarsari,5,1,,00,15,15.03,15.03.05,,IDR,"Mekarsari, Pelawan, Sarolangun, Jambi",37482
11633,15.03.05.2021,15.03.05,Pasar Pelawan,5,1,,00,15,15.03,15.03.05,,IDR,"Pasar Pelawan, Pelawan, Sarolangun, Jambi",37482
11634,15.03.05.2022,15.03.05,Pelawan Jaya,5,1,,00,15,15.03,15.03.05,,IDR,"Pelawan Jaya, Pelawan, Sarolangun, Jambi",37482
11635,15.03.05.2023,15.03.05,Lubuk Sayak,5,1,,00,15,15.03,15.03.05,,IDR,"Lubuk Sayak, Pelawan, Sarolangun, Jambi",37482
11636,15.03.06,15.03,Mandiangin,4,1,,00,15,15.03,15.03.06,,IDR,"Mandiangin, Sarolangun, Jambi",37492
11637,15.03.06.2001,15.03.06,Mandiangin,5,1,,00,15,15.03,15.03.06,,IDR,"Mandiangin, Mandiangin, Sarolangun, Jambi",37492
11638,15.03.06.2002,15.03.06,Rangkiling Simpang,5,1,,00,15,15.03,15.03.06,,IDR,"Rangkiling Simpang, Mandiangin, Sarolangun, Jambi",37492
11639,15.03.06.2003,15.03.06,Pemusiran,5,1,,00,15,15.03,15.03.06,,IDR,"Pemusiran, Mandiangin, Sarolangun, Jambi",37492
11640,15.03.06.2004,15.03.06,Gurun Tuo Simpang,5,1,,00,15,15.03,15.03.06,,IDR,"Gurun Tuo Simpang, Mandiangin, Sarolangun, Jambi",37492
11641,15.03.06.2005,15.03.06,Gurun Mudo,5,1,,00,15,15.03,15.03.06,,IDR,"Gurun Mudo, Mandiangin, Sarolangun, Jambi",37492
11642,15.03.06.2006,15.03.06,Gurun Tuo,5,1,,00,15,15.03,15.03.06,,IDR,"Gurun Tuo, Mandiangin, Sarolangun, Jambi",37492
11643,15.03.06.2007,15.03.06,Rangkiling,5,1,,00,15,15.03,15.03.06,,IDR,"Rangkiling, Mandiangin, Sarolangun, Jambi",37492
11644,15.03.06.2012,15.03.06,Simpang Kertopati,5,1,,00,15,15.03,15.03.06,,IDR,"Simpang Kertopati, Mandiangin, Sarolangun, Jambi",37492
11645,15.03.06.2014,15.03.06,Meranti Baru,5,1,,00,15,15.03,15.03.06,,IDR,"Meranti Baru, Mandiangin, Sarolangun, Jambi",37492
11646,15.03.06.2015,15.03.06,Petiduran Baru,5,1,,00,15,15.03,15.03.06,,IDR,"Petiduran Baru, Mandiangin, Sarolangun, Jambi",37492
11647,15.03.06.2016,15.03.06,Guruh Baru,5,1,,00,15,15.03,15.03.06,,IDR,"Guruh Baru, Mandiangin, Sarolangun, Jambi",37492
11648,15.03.06.2017,15.03.06,Butang Baru,5,1,,00,15,15.03,15.03.06,,IDR,"Butang Baru, Mandiangin, Sarolangun, Jambi",37492
11649,15.03.06.2018,15.03.06,Jati Baru,5,1,,00,15,15.03,15.03.06,,IDR,"Jati Baru, Mandiangin, Sarolangun, Jambi",37492
11650,15.03.06.2019,15.03.06,Sungai Butang,5,1,,00,15,15.03,15.03.06,,IDR,"Sungai Butang, Mandiangin, Sarolangun, Jambi",37492
11651,15.03.06.2021,15.03.06,Kute Jaye,5,1,,00,15,15.03,15.03.06,,IDR,"Kute Jaye, Mandiangin, Sarolangun, Jambi",37492
11652,15.03.06.2024,15.03.06,Suka Maju,5,1,,00,15,15.03,15.03.06,,IDR,"Suka Maju, Mandiangin, Sarolangun, Jambi",37492
11653,15.03.06.2025,15.03.06,Jernang Baru,5,1,,00,15,15.03,15.03.06,,IDR,"Jernang Baru, Mandiangin, Sarolangun, Jambi",37492
11654,15.03.06.2026,15.03.06,Meranti Jaya,5,1,,00,15,15.03,15.03.06,,IDR,"Meranti Jaya, Mandiangin, Sarolangun, Jambi",37492
11655,15.03.06.2027,15.03.06,Jati Baru Mudo,5,1,,00,15,15.03,15.03.06,,IDR,"Jati Baru Mudo, Mandiangin, Sarolangun, Jambi",37492
11656,15.03.06.2028,15.03.06,Talang Serdang,5,1,,00,15,15.03,15.03.06,,IDR,"Talang Serdang, Mandiangin, Sarolangun, Jambi",37492
11657,15.03.07,15.03,Air Hitam,4,1,,00,15,15.03,15.03.07,,IDR,"Air Hitam, Sarolangun, Jambi",37491
11658,15.03.07.2001,15.03.07,Lubuk Jering,5,1,,00,15,15.03,15.03.07,,IDR,"Lubuk Jering, Air Hitam, Sarolangun, Jambi",37491
11659,15.03.07.2002,15.03.07,Jernih,5,1,,00,15,15.03,15.03.07,,IDR,"Jernih, Air Hitam, Sarolangun, Jambi",37491
11660,15.03.07.2004,15.03.07,Semurung,5,1,,00,15,15.03,15.03.07,,IDR,"Semurung, Air Hitam, Sarolangun, Jambi",37491
11661,15.03.07.2005,15.03.07,Lubuk Kepayang,5,1,,00,15,15.03,15.03.07,,IDR,"Lubuk Kepayang, Air Hitam, Sarolangun, Jambi",37491
11662,15.03.07.2006,15.03.07,Pematang Kabau,5,1,,00,15,15.03,15.03.07,,IDR,"Pematang Kabau, Air Hitam, Sarolangun, Jambi",37491
11663,15.03.07.2007,15.03.07,Bukit Suban,5,1,,00,15,15.03,15.03.07,,IDR,"Bukit Suban, Air Hitam, Sarolangun, Jambi",37491
11664,15.03.07.2008,15.03.07,Mentawak Baru,5,1,,00,15,15.03,15.03.07,,IDR,"Mentawak Baru, Air Hitam, Sarolangun, Jambi",37491
11665,15.03.07.2009,15.03.07,Mentawak Ulu,5,1,,00,15,15.03,15.03.07,,IDR,"Mentawak Ulu, Air Hitam, Sarolangun, Jambi",37491
11666,15.03.08,15.03,Bathin VIII (Batin VIII),4,1,,00,15,15.03,15.03.08,,IDR,"Bathin VIII (Batin VIII), Sarolangun, Jambi",37481
11667,15.03.08.1011,15.03.08,Limbur Tembesi,5,1,,00,15,15.03,15.03.08,,IDR,"Limbur Tembesi, Bathin VIII (Batin VIII), Sarolangun, Jambi",37481
11668,15.03.08.2001,15.03.08,Rantau Gedang,5,1,,00,15,15.03,15.03.08,,IDR,"Rantau Gedang, Bathin VIII (Batin VIII), Sarolangun, Jambi",37481
11669,15.03.08.2002,15.03.08,Penarun,5,1,,00,15,15.03,15.03.08,,IDR,"Penarun, Bathin VIII (Batin VIII), Sarolangun, Jambi",37481
11670,15.03.08.2003,15.03.08,Pulau Lintang,5,1,,00,15,15.03,15.03.08,,IDR,"Pulau Lintang, Bathin VIII (Batin VIII), Sarolangun, Jambi",37481
11671,15.03.08.2004,15.03.08,Tanjung,5,1,,00,15,15.03,15.03.08,,IDR,"Tanjung, Bathin VIII (Batin VIII), Sarolangun, Jambi",37481
11672,15.03.08.2005,15.03.08,Bangun Jayo,5,1,,00,15,15.03,15.03.08,,IDR,"Bangun Jayo, Bathin VIII (Batin VIII), Sarolangun, Jambi",37481
11673,15.03.08.2008,15.03.08,Batu Penyabung,5,1,,00,15,15.03,15.03.08,,IDR,"Batu Penyabung, Bathin VIII (Batin VIII), Sarolangun, Jambi",37481
11674,15.03.08.2012,15.03.08,Dusun Dalam,5,1,,00,15,15.03,15.03.08,,IDR,"Dusun Dalam, Bathin VIII (Batin VIII), Sarolangun, Jambi",37481
11675,15.03.08.2013,15.03.08,Muaralati,5,1,,00,15,15.03,15.03.08,,IDR,"Muaralati, Bathin VIII (Batin VIII), Sarolangun, Jambi",37481
11676,15.03.08.2015,15.03.08,Teluk Mancur,5,1,,00,15,15.03,15.03.08,,IDR,"Teluk Mancur, Bathin VIII (Batin VIII), Sarolangun, Jambi",37481
11677,15.03.09,15.03,Singkut,4,1,,00,15,15.03,15.03.09,,IDR,"Singkut, Sarolangun, Jambi",37482
11678,15.03.09.2004,15.03.09,Payo Lebar,5,1,,00,15,15.03,15.03.09,,IDR,"Payo Lebar, Singkut, Sarolangun, Jambi",37482
11679,15.03.09.2006,15.03.09,Perdamaian,5,1,,00,15,15.03,15.03.09,,IDR,"Perdamaian, Singkut, Sarolangun, Jambi",37482
11680,15.03.09.2007,15.03.09,Pasar Singkut,5,1,,00,15,15.03,15.03.09,,IDR,"Pasar Singkut, Singkut, Sarolangun, Jambi",37482
11681,15.03.09.2008,15.03.09,Siliwangi,5,1,,00,15,15.03,15.03.09,,IDR,"Siliwangi, Singkut, Sarolangun, Jambi",37482
11682,15.03.09.2009,15.03.09,Simpang Nibung,5,1,,00,15,15.03,15.03.09,,IDR,"Simpang Nibung, Singkut, Sarolangun, Jambi",37482
